match_id,break_number,half,fixture,home,away,start_minute,disruption,percentile,n_candidates,has_claim,stage,cell
95,2,H2,Argentina v Egypt,Argentina,Egypt,71,3,100.0,4,False,Round of 16,hidden_effect
96,1,H1,Switzerland v Colombia,Switzerland,Colombia,23,2,72.22222222222221,18,False,Round of 16,mid
96,2,H2,Switzerland v Colombia,Switzerland,Colombia,68,0,44.44444444444444,18,False,Round of 16,true_null
97,1,H1,France v Morocco,France,Morocco,29,2,94.44444444444444,18,False,Quarter-finals,hidden_effect
97,2,H2,France v Morocco,France,Morocco,67,2,100.0,8,False,Quarter-finals,hidden_effect
98,1,H1,Spain v Belgium,Spain,Belgium,23,1,72.72727272727273,11,False,Quarter-finals,mid
98,2,H2,Spain v Belgium,Spain,Belgium,67,0,55.55555555555556,18,False,Quarter-finals,mid
99,1,H1,Norway v England,Norway,England,23,1,78.57142857142857,14,False,Quarter-finals,mid
99,2,H2,Norway v England,Norway,England,68,2,94.44444444444444,18,False,Quarter-finals,hidden_effect
100,1,H1,Argentina v Switzerland,Argentina,Switzerland,23,1,69.23076923076923,13,False,Quarter-finals,mid
100,2,H2,Argentina v Switzerland,Argentina,Switzerland,75,0,,0,False,Quarter-finals,unscored
101,1,H1,France v Spain,France,Spain,24,0,33.33333333333333,6,False,Semi-finals,true_null
101,2,H2,France v Spain,France,Spain,69,4,87.5,8,False,Semi-finals,hidden_effect
102,1,H1,England v Argentina,England,Argentina,25,1,77.77777777777779,18,False,Semi-finals,mid
102,2,H2,England v Argentina,England,Argentina,69,3,100.0,13,False,Semi-finals,hidden_effect
103,1,H1,France v England,France,England,23,0,0.0,4,False,Third-place match,true_null
103,2,H2,France v England,France,England,68,2,71.42857142857143,7,False,Third-place match,mid
104,1,H1,Spain v Argentina,Spain,Argentina,25,0,50.0,18,False,Final,true_null
104,2,H2,Spain v Argentina,Spain,Argentina,67,2,77.77777777777779,18,False,Final,mid
