team,player,minute,direction,source,match_id,total_distance_m,zone4_m,zone5_m,high_speed_runs,sprints,top_speed_kmh,phys_matched,minutes_played,break2,entry_vs_break,timing_group,is_gk
Uzbekistan,Jamshid ISKANDEROV Third,82,on,pdf_marker,70,2148.9,106.8,19.8,34.0,8.0,28.4,True,8,70.0,12.0,after_break,False
Uzbekistan,Odiljon XAMROBEKOV,59,on,pdf_marker,70,4597.6,209.8,61.9,66.0,17.0,29.5,True,31,70.0,-11.0,before_break,False
Uzbekistan,Oston URUNOV,73,on,pdf_marker,70,3034.7,195.2,64.5,33.0,16.0,29.2,True,17,70.0,3.0,at_break,False
Uzbekistan,Azizjon GANIEV,59,on,pdf_marker,70,4443.0,291.8,80.0,57.0,24.0,27.2,True,31,70.0,-11.0,before_break,False
Uzbekistan,Igor SERGEEV,82,on,pdf_marker,70,,,,,,,False,8,70.0,12.0,after_break,False
Panama,Ismael DIAZ,71,on,pdf_marker,71,3175.8,211.7,76.0,48.0,18.0,31.8,True,19,69.0,2.0,at_break,False
Panama,Eric DAVIS,88,on,pdf_marker,71,1204.4,188.4,44.4,18.0,14.0,26.9,True,2,69.0,19.0,after_break,False
Panama,Jose FAJARDO,45,on,pdf_marker,71,5571.1,416.7,142.8,73.0,33.0,30.1,True,45,69.0,-24.0,before_break,False
Panama,Alberto QUINTERO,88,on,pdf_marker,71,1246.3,116.1,69.6,17.0,8.0,29.5,True,2,69.0,19.0,after_break,False
Panama,Azarias LONDONO,71,on,pdf_marker,71,3056.4,203.9,46.6,34.0,16.0,32.7,True,19,69.0,2.0,at_break,False
England,Jordan HENDERSON,84,on,pdf_marker,71,1790.7,108.2,13.4,35.0,6.0,28.3,True,6,69.0,15.0,after_break,False
England,Eberechi EZE,71,on,pdf_marker,71,3121.8,270.7,57.1,44.0,16.0,31.9,True,19,69.0,2.0,at_break,False
England,George Arthur Watkins,84,on,lineup_derived,71,1546.8,87.5,95.5,26.0,9.0,30.8,True,6,69.0,15.0,after_break,False
England,Azuka Tristan Madueke,63,on,lineup_derived,71,3449.0,289.9,251.3,30.0,25.0,34.3,True,27,69.0,-6.0,before_break,False
England,Tehuti Djed-Hotep Spence,63,on,lineup_derived,71,3514.8,232.0,153.7,32.0,20.0,33.6,True,27,69.0,-6.0,before_break,False
Croatia,Josko GVARDIOL,88,on,pdf_marker,72,1356.6,106.9,57.2,20.0,7.0,34.1,True,2,69.0,19.0,after_break,False
Croatia,Mario PASALIC,78,on,pdf_marker,72,2380.5,261.5,45.2,36.0,12.0,27.5,True,12,69.0,9.0,after_break,False
Croatia,Igor MATANOVIC,67,on,pdf_marker,72,2970.0,246.2,88.8,49.0,20.0,29.3,True,23,69.0,-2.0,at_break,False
Croatia,Marco PASALIC,88,on,pdf_marker,72,1402.3,112.3,45.3,22.0,9.0,28.6,True,2,69.0,19.0,after_break,False
Ghana,Abdul FATAWU,45,on,pdf_marker,72,5181.7,391.5,206.9,57.0,32.0,32.9,True,45,69.0,-24.0,before_break,False
Ghana,Kojo Peprah OPPONG,45,on,pdf_marker,72,4761.2,136.9,46.4,56.0,13.0,30.6,True,45,69.0,-24.0,before_break,False
Ghana,Ernest NUAMAH,71,on,pdf_marker,72,2665.9,261.2,36.8,39.0,19.0,28.0,True,19,69.0,2.0,at_break,False
Ghana,Caleb Marfo Yirenkyi,85,on,lineup_derived,72,1635.1,144.2,84.2,27.0,10.0,29.2,True,5,69.0,16.0,after_break,False
Ghana,Brandon Michael Clarke Thomas-Asante,71,on,lineup_derived,72,2652.6,212.4,51.2,36.0,18.0,26.9,True,19,69.0,2.0,at_break,False
South Africa,Thalente MBATHA,45,on,pdf_marker,73,5587.4,408.0,109.1,83.0,31.0,29.9,True,45,67.0,-22.0,before_break,False
South Africa,Tshepang MOREMI,86,on,pdf_marker,73,1313.2,121.0,50.3,16.0,11.0,32.6,True,4,67.0,19.0,after_break,False
South Africa,Iqraam RAYNERS,86,on,pdf_marker,73,1306.9,86.7,70.0,15.0,7.0,31.2,True,4,67.0,19.0,after_break,False
Canada,Luc DE FOUGEROLLES Third,59,on,pdf_marker,73,4393.0,319.3,68.4,57.0,24.0,30.2,True,31,67.0,-8.0,before_break,False
Canada,Jacob SHAFFELBURG,71,on,pdf_marker,73,3430.7,307.1,204.7,43.0,23.0,32.9,True,19,67.0,4.0,after_break,False
Canada,Alphonso DAVIES,75,on,pdf_marker,73,2589.6,212.0,87.9,37.0,17.0,29.9,True,15,67.0,8.0,after_break,False
Canada,Niko SIGUR,59,on,pdf_marker,73,4885.9,279.9,86.1,64.0,19.0,31.0,True,31,67.0,-8.0,before_break,False
Canada,Promise DAVID,70,on,pdf_marker,73,2820.4,114.9,80.1,20.0,13.0,30.1,True,20,67.0,3.0,at_break,False
Brazil,FABINHO,89,on,lineup_derived,74,951.0,108.2,19.5,16.0,6.0,26.2,True,1,68.0,21.0,after_break,False
Brazil,DANILO SANTOS,89,on,lineup_derived,74,448.0,68.7,8.1,8.0,6.0,27.9,True,1,68.0,21.0,after_break,True
Brazil,ENDRICK,45,on,pdf_marker,74,5224.7,208.9,128.5,35.0,16.0,32.4,True,45,68.0,-23.0,before_break,False
Japan,Yukinari SUGAWARA,66,on,pdf_marker,74,3198.4,175.0,33.3,40.0,11.0,28.4,True,24,68.0,-2.0,at_break,False
Japan,Shuto MACHINO,78,on,pdf_marker,74,2487.7,94.5,69.9,27.0,8.0,32.6,True,12,68.0,10.0,after_break,False
Japan,Ao TANAKA,78,on,pdf_marker,74,2165.5,123.4,23.6,31.0,9.0,29.0,True,12,68.0,10.0,after_break,False
Japan,Koki OGAWA,89,on,lineup_derived,74,412.5,44.4,9.2,7.0,3.0,25.3,True,1,68.0,21.0,after_break,True
Japan,Junnosuke SUZUKI,66,on,pdf_marker,74,3307.9,219.5,76.8,39.0,16.0,29.2,True,24,68.0,-2.0,at_break,False
Brazil,MARTINELLIGabriel Gabriel,66,on,lineup_derived,74,3518.4,214.1,149.3,49.0,20.0,33.0,True,24,68.0,-2.0,at_break,False
Germany,Waldemar ANTON,79,on,pdf_marker,75,5875.6,396.3,124.5,79.0,27.0,33.3,True,41,70.0,9.0,after_break,False
Germany,Jamal MUSIALA,63,on,pdf_marker,75,6888.0,356.4,157.9,75.0,25.0,32.3,True,57,70.0,-7.0,before_break,False
Germany,Nick WOLTEMADE,88,on,pdf_marker,75,4199.1,193.0,105.5,37.0,13.0,31.4,True,32,70.0,18.0,after_break,False
Germany,Nadiem AMIRI,110,on,pdf_marker,75,1158.3,94.2,43.6,15.0,4.0,28.6,True,10,70.0,40.0,after_break,False
Germany,Malick THIAW,110,on,pdf_marker,75,1229.1,68.9,48.4,18.0,5.0,32.2,True,10,70.0,40.0,after_break,False
Paraguay,Gustavo VELAZQUEZ,90,on,pdf_marker,75,2850.0,95.9,20.1,18.0,8.0,29.7,True,30,70.0,20.0,after_break,False
Paraguay,120 Fabian BALBUENA,119,on,lineup_derived,75,90.0,24.3,2.0,1.0,9.0,21.6,True,1,70.0,49.0,after_break,True
Paraguay,Antonio SANABRIA,99,on,pdf_marker,75,,,,,,,False,21,70.0,29.0,after_break,False
Paraguay,MAURICIO,57,on,pdf_marker,75,7361.9,419.3,197.5,88.0,33.0,32.1,True,63,70.0,-13.0,before_break,False
Paraguay,Braian OJEDA,99,on,pdf_marker,75,2756.4,200.2,46.2,31.0,13.0,28.0,True,21,70.0,29.0,after_break,False
Paraguay,Gustavo CABALLERO,55,on,pdf_marker,75,8308.6,514.8,196.6,116.0,36.0,31.5,True,65,70.0,-15.0,before_break,False
Germany,Leon Christoph Goretzka,46,on,lineup_derived,75,8207.6,320.8,255.1,83.0,27.0,33.7,True,74,70.0,-24.0,before_break,False
Netherlands,Justin KLUIVERT,113,on,pdf_marker,76,,,,,,,False,7,67.0,46.0,after_break,False
Netherlands,Wout WEGHORST,71,on,pdf_marker,76,7014.0,424.3,130.8,109.0,30.0,28.6,True,49,67.0,4.0,after_break,False
Netherlands,Teun KOOPMEINERS,71,on,pdf_marker,76,5996.8,149.5,66.8,57.0,12.0,27.2,True,49,67.0,4.0,after_break,False
Netherlands,Jorrel HATO,86,on,pdf_marker,76,4437.9,190.7,148.2,45.0,17.0,33.2,True,34,67.0,19.0,after_break,False
Netherlands,Quinten TIMBER,86,on,pdf_marker,76,4703.6,208.6,83.6,43.0,15.0,31.9,True,34,67.0,19.0,after_break,False
Morocco,Chemsdine TALBI,87,on,pdf_marker,76,4919.3,354.0,182.0,53.0,29.0,31.3,True,33,67.0,20.0,after_break,False
Morocco,Soufiane RAHIMI,86,on,pdf_marker,76,5338.4,225.3,206.2,55.0,18.0,34.6,True,34,67.0,19.0,after_break,False
Morocco,Samir EL MOURABET,79,on,pdf_marker,76,6040.0,294.8,130.8,84.0,26.0,33.1,True,41,67.0,12.0,after_break,False
Morocco,Gessime YASSINE,79,on,pdf_marker,76,5820.1,214.5,85.8,60.0,16.0,28.4,True,41,67.0,12.0,after_break,False
Morocco,Anass SALAH EDDINE,76,on,pdf_marker,76,4865.0,221.6,81.3,36.0,19.0,32.2,True,44,67.0,9.0,after_break,False
Netherlands,Marten Elco De Roon,110,on,lineup_derived,76,1374.6,59.0,23.0,4.0,7.0,24.0,True,10,67.0,43.0,after_break,True
Côte d'Ivoire,Elye WAHI,60,on,pdf_marker,77,3663.4,157.5,186.9,37.0,14.0,33.2,True,30,68.0,-8.0,before_break,False
Côte d'Ivoire,Oumar DIAKITE,87,on,pdf_marker,77,1283.6,148.1,14.6,22.0,11.0,29.7,True,3,68.0,19.0,after_break,False
Côte d'Ivoire,Amad DIALLO,60,on,pdf_marker,77,3790.8,275.5,206.8,52.0,18.0,32.8,True,30,68.0,-8.0,before_break,False
Côte d'Ivoire,Evann GUESSAND,89,on,lineup_derived,77,444.0,7.9,6.0,1.0,24.0,20.4,True,1,68.0,21.0,after_break,True
Côte d'Ivoire,Bazoumana TOURE,89,on,lineup_derived,77,,,,,,,False,1,68.0,21.0,after_break,False
Norway,Fredrik AURSNES,83,on,pdf_marker,77,1701.0,123.4,26.4,29.0,10.0,27.8,True,7,68.0,15.0,after_break,False
Norway,Andreas SCHJELDERUP,71,on,pdf_marker,77,2850.5,178.6,116.7,37.0,13.0,32.8,True,19,68.0,3.0,at_break,False
Norway,Oscar BOBB,71,on,pdf_marker,77,2951.2,223.4,88.2,30.0,14.0,29.3,True,19,68.0,3.0,at_break,False
France,Malo GUSTO,75,on,pdf_marker,78,2165.1,117.7,31.6,25.0,10.0,28.6,True,15,68.0,7.0,after_break,False
France,Theo HERNANDEZ,78,on,pdf_marker,78,1880.0,79.7,70.7,22.0,6.0,30.6,True,12,68.0,10.0,after_break,False
France,Desire DOUE,75,on,pdf_marker,78,2287.0,189.8,121.8,25.0,15.0,31.3,True,15,68.0,7.0,after_break,False
France,Rayan CHERKI,85,on,pdf_marker,78,1352.1,109.5,65.1,33.0,7.0,29.8,True,5,68.0,17.0,after_break,False
Sweden,Benjamin NYGREN,82,on,pdf_marker,78,1687.3,154.0,77.5,24.0,12.0,30.9,True,8,68.0,14.0,after_break,False
Sweden,Mattias SVANBERG,82,on,pdf_marker,78,1603.6,118.1,20.3,24.0,6.0,25.9,True,8,68.0,14.0,after_break,False
Sweden,Besfort ZENELI,66,on,pdf_marker,78,3678.2,285.5,161.4,54.0,19.0,31.4,True,24,68.0,-2.0,at_break,False
Sweden,Gustaf NILSSON,89,on,pdf_marker,78,713.6,46.7,11.0,2.0,26.0,24.2,True,1,68.0,21.0,after_break,True
Sweden,Taha ALI,66,on,pdf_marker,78,,,,,,,False,24,68.0,-2.0,at_break,False
France,Jean-Philippe Mateta,85,on,lineup_derived,78,1294.7,112.0,57.1,12.0,8.0,28.7,True,5,68.0,17.0,after_break,False
Mexico,Santiago GIMENEZ,74,on,pdf_marker,79,2625.4,150.5,84.5,28.0,12.0,30.7,True,16,68.0,6.0,after_break,False
Mexico,Israel REYES,80,on,pdf_marker,79,2139.4,138.0,27.0,8.0,17.0,24.2,True,10,68.0,12.0,after_break,True
Mexico,Orbelin PINEDA,80,on,pdf_marker,79,,,,,,,False,10,68.0,12.0,after_break,False
Mexico,Obed VARGAS,73,on,pdf_marker,79,2935.6,293.9,58.6,51.0,18.0,28.2,True,17,68.0,5.0,after_break,False
Mexico,Brian GUTIERREZ,58,on,pdf_marker,79,4255.9,232.5,171.1,53.0,19.0,34.8,True,32,68.0,-10.0,before_break,False
Ecuador,Kendry PAEZ,79,on,pdf_marker,79,2319.6,150.0,70.5,33.0,15.0,29.6,True,11,68.0,11.0,after_break,False
Ecuador,Kevin RODRIGUEZ,59,on,pdf_marker,79,4045.1,235.0,102.2,50.0,26.0,28.9,True,31,68.0,-9.0,before_break,False
Ecuador,Jordy CAICEDO,79,on,pdf_marker,79,1917.8,85.2,40.2,16.0,10.0,29.1,True,11,68.0,11.0,after_break,False
Ecuador,Angelo PRECIADO,45,on,pdf_marker,79,5350.7,242.5,240.0,45.0,22.0,32.3,True,45,68.0,-23.0,before_break,False
Ecuador,Yaimar MEDINA,45,on,pdf_marker,79,5486.2,341.0,200.1,58.0,28.0,30.5,True,45,68.0,-23.0,before_break,False
England,John STONES,89,on,lineup_derived,80,480.9,42.1,18.9,5.0,3.0,27.7,True,1,68.0,21.0,after_break,True
England,Anthony GORDON,61,on,pdf_marker,80,3724.6,316.9,72.7,52.0,21.0,28.6,True,29,68.0,-7.0,before_break,False
England,Eberechi EZE,70,on,pdf_marker,80,2771.8,121.3,51.6,33.0,12.0,30.0,True,20,68.0,2.0,at_break,False
Congo DR,Theo BONGONDA,76,on,pdf_marker,80,2383.0,138.6,35.3,17.0,8.0,32.0,True,14,68.0,8.0,after_break,False
Congo DR,Joris KAYEMBE,89,on,pdf_marker,80,754.4,40.9,13.7,7.0,2.0,26.1,True,1,68.0,21.0,after_break,True
Congo DR,Meschack ELIA,64,on,pdf_marker,80,3387.5,216.7,218.6,45.0,18.0,34.3,True,26,68.0,-4.0,before_break,False
Congo DR,Fiston MAYELE,89,on,pdf_marker,80,795.7,34.4,7.0,3.0,25.0,24.6,True,1,68.0,21.0,after_break,True
Congo DR,Edo KAYEMBE,76,on,pdf_marker,80,754.4,40.9,13.7,7.0,2.0,26.1,True,14,68.0,8.0,after_break,True
England,Bukayo Ayoyinka Saka,60,on,lineup_derived,80,3788.5,269.4,66.3,47.0,20.0,28.9,True,30,68.0,-8.0,before_break,False
Belgium,Romelu LUKAKU,45,on,pdf_marker,81,7818.9,438.0,21.2,95.0,32.0,26.3,True,75,70.0,-25.0,before_break,False
Belgium,Dodi LUKEBAKIO,56,on,pdf_marker,81,8099.0,400.4,282.6,85.0,36.0,32.8,True,64,70.0,-14.0,before_break,False
Belgium,Thomas MEUNIER,78,on,pdf_marker,81,7236.6,578.1,208.0,98.0,44.0,30.6,True,42,70.0,8.0,after_break,False
Belgium,Diego MOREIRA,63,on,pdf_marker,81,8031.5,709.1,358.1,109.0,55.0,32.5,True,57,70.0,-7.0,before_break,False
Belgium,Nicolas RASKIN,56,on,pdf_marker,81,9302.0,476.8,112.9,101.0,28.0,29.4,True,64,70.0,-14.0,before_break,False
Belgium,Amadou ONANA,109,on,pdf_marker,81,1986.3,92.7,30.3,14.0,5.0,26.2,True,11,70.0,39.0,after_break,False
Senegal,Lamine CAMARA,66,on,lineup_derived,81,7286.7,436.8,205.4,102.0,37.0,32.6,True,54,70.0,-4.0,before_break,False
Senegal,Nicolas JACKSON,94,on,pdf_marker,81,3784.6,209.7,123.5,38.0,22.0,31.9,True,26,70.0,24.0,after_break,False
Senegal,Pape Matar SARR,73,on,pdf_marker,81,7113.5,476.9,46.3,114.0,30.0,28.9,True,47,70.0,3.0,at_break,False
Senegal,Ibrahim MBAYE,73,on,pdf_marker,81,6160.6,412.0,358.0,63.0,40.0,33.3,True,47,70.0,3.0,at_break,False
Senegal,Bara Sapoko NDIAYE,96,on,pdf_marker,81,3984.9,154.1,28.3,56.0,15.0,27.0,True,24,70.0,26.0,after_break,False
Senegal,El Hadji Malick DIOUF,93,on,pdf_marker,81,3700.2,173.6,104.6,39.0,15.0,30.5,True,27,70.0,23.0,after_break,False
USA,Ricardo PEPI,88,on,pdf_marker,82,1747.2,180.9,51.6,20.0,13.0,27.6,True,2,69.0,19.0,after_break,False
USA,Sebastian BERHALTER,88,on,pdf_marker,82,1750.8,113.8,49.5,29.0,9.0,30.4,True,2,69.0,19.0,after_break,False
Bosnia and Herzegovina,Benjamin TAHIROVIC,51,on,pdf_marker,82,5345.7,251.8,70.2,74.0,18.0,28.3,True,39,69.0,-18.0,before_break,False
Bosnia and Herzegovina,Amar MEMIC,75,on,pdf_marker,82,2733.0,201.5,78.3,32.0,15.0,32.0,True,15,69.0,6.0,after_break,False
Bosnia and Herzegovina,Esmir BAJRAKTAREVIC,51,on,pdf_marker,82,5424.2,367.1,166.1,68.0,31.0,30.9,True,39,69.0,-18.0,before_break,False
Bosnia and Herzegovina,Haris TABAKOVIC,75,on,pdf_marker,82,2264.9,29.4,30.4,12.0,3.0,29.0,True,15,69.0,6.0,after_break,False
Bosnia and Herzegovina,Ermin MAHMIC,51,on,pdf_marker,82,5839.3,324.0,189.4,86.0,29.0,31.3,True,39,69.0,-18.0,before_break,False
USA,Giovanni Alejandro Reyna,89,on,lineup_derived,82,707.1,48.6,20.0,12.0,4.0,26.0,True,1,69.0,20.0,after_break,False
Spain,Marc PUBILL,89,on,lineup_derived,83,455.7,36.8,5.5,6.0,3.0,26.2,True,1,68.0,21.0,after_break,True
Spain,Mikel MERINO,71,on,pdf_marker,83,3489.8,247.3,69.2,63.0,18.0,29.7,True,19,68.0,3.0,at_break,False
Spain,Ferran TORRES,71,on,pdf_marker,83,3076.3,260.9,99.9,35.0,23.0,32.4,True,19,68.0,3.0,at_break,False
Spain,Fabian RUIZ,89,on,lineup_derived,83,,,,,,,False,1,68.0,21.0,after_break,False
Spain,GAVI,85,on,pdf_marker,83,1479.0,125.5,86.2,17.0,10.0,29.9,True,5,68.0,17.0,after_break,False
Austria,Marko ARNAUTOVIC Third,60,on,pdf_marker,83,3142.7,129.4,46.8,32.0,11.0,31.8,True,30,68.0,-8.0,before_break,False
Austria,Florian GRILLITSCH,45,on,pdf_marker,83,5804.4,280.2,111.2,79.0,22.0,29.9,True,45,68.0,-23.0,before_break,False
Austria,Sasa KALAJDZIC,60,on,pdf_marker,83,3842.2,310.0,85.8,57.0,29.0,29.7,True,30,68.0,-8.0,before_break,False
Austria,Carney CHUKWUEMEKA,45,on,pdf_marker,83,5585.7,363.1,172.6,72.0,30.0,30.5,True,45,68.0,-23.0,before_break,False
Austria,Alexander PRASS,85,on,pdf_marker,83,1443.5,153.9,95.6,24.0,13.0,30.1,True,5,68.0,17.0,after_break,False
Portugal,BERNARDO SILVA,62,on,pdf_marker,84,5182.4,309.8,23.6,84.0,21.0,26.6,True,28,69.0,-7.0,before_break,False
Portugal,FRANCISCO CONCEICAO,62,on,pdf_marker,84,4929.0,316.2,133.8,70.0,22.0,32.2,True,28,69.0,-7.0,before_break,False
Croatia,Josko GVARDIOL,89,on,lineup_derived,84,1933.8,168.9,25.8,35.0,10.0,26.9,True,1,69.0,20.0,after_break,False
Croatia,Andrej KRAMARIC,89,on,lineup_derived,84,1352.1,135.3,17.8,22.0,6.0,28.1,True,1,69.0,20.0,after_break,False
Croatia,Mario PASALIC,68,on,pdf_marker,84,3892.5,269.0,55.8,51.0,17.0,29.1,True,22,69.0,-1.0,at_break,False
Croatia,Igor MATANOVIC,45,on,pdf_marker,84,6268.9,396.9,66.6,70.0,33.0,29.0,True,45,69.0,-24.0,before_break,False
Portugal,SEMEDONélson Nelson,63,on,lineup_derived,84,4246.7,269.1,162.9,44.0,22.0,35.9,True,27,69.0,-6.0,before_break,False
Portugal,RAMOSGonçalo Goncalo,63,on,lineup_derived,84,4802.5,335.7,119.7,74.0,26.0,30.6,True,27,69.0,-6.0,before_break,False
Portugal,Diogo Ruben,81,on,lineup_derived,84,,,,,,,False,9,69.0,12.0,after_break,False
Switzerland,Djibril SOW,71,on,lineup_derived,85,,,,,,,False,19,67.0,4.0,after_break,False
Switzerland,Noah OKAFOR,71,on,pdf_marker,85,2914.4,111.7,76.9,38.0,11.0,32.9,True,19,67.0,4.0,after_break,False
Switzerland,Michel AEBISCHER,87,on,pdf_marker,85,1184.8,101.3,50.5,13.0,7.0,28.2,True,3,67.0,20.0,after_break,False
Switzerland,Fabian RIEDER,71,on,pdf_marker,85,3546.6,255.7,122.0,53.0,21.0,31.3,True,19,67.0,4.0,after_break,False
Switzerland,Zeki AMDOUNI,83,on,pdf_marker,85,1858.7,111.5,81.8,22.0,9.0,29.3,True,7,67.0,16.0,after_break,False
Algeria,Amine GOUIRI,59,on,pdf_marker,85,3938.9,339.2,62.7,57.0,24.0,26.8,True,31,67.0,-8.0,before_break,False
Algeria,Anis HADJ MOUSSA,71,on,pdf_marker,85,2700.5,142.7,25.4,28.0,13.0,26.1,True,19,67.0,4.0,after_break,False
Algeria,Jaouen HADJAM,58,on,pdf_marker,85,4352.4,349.9,202.3,48.0,28.0,32.6,True,32,67.0,-9.0,before_break,False
Algeria,Hicham BOUDAOUI,71,on,lineup_derived,85,3242.6,205.1,52.6,48.0,15.0,27.8,True,19,67.0,4.0,after_break,False
Algeria,Adil BOULBINA,82,on,pdf_marker,85,1704.3,177.1,70.8,25.0,12.0,28.2,True,8,67.0,15.0,after_break,False
Switzerland,Silvan Dominic Widmer,87,on,lineup_derived,85,1305.4,178.9,29.9,19.0,10.0,27.6,True,3,67.0,20.0,after_break,False
Australia,Mathew RYAN,119,on,pdf_marker,86,,,,,,,False,1,68.0,51.0,after_break,False
Australia,Mohamed TOURE,74,on,pdf_marker,86,5938.2,280.6,164.6,65.0,28.0,33.5,True,46,68.0,6.0,after_break,False
Australia,Ajdin HRUSTIC,74,on,pdf_marker,86,6787.2,430.7,121.9,101.0,29.0,30.2,True,46,68.0,6.0,after_break,False
Australia,Awer MABIL,90,on,pdf_marker,86,3742.9,208.2,122.5,55.0,20.0,31.1,True,30,68.0,22.0,after_break,False
Australia,Kai TREWIN,45,on,pdf_marker,86,8815.9,484.9,173.9,98.0,41.0,29.7,True,75,68.0,-23.0,before_break,False
Egypt,TREZEGUET,80,on,pdf_marker,86,5520.5,448.2,113.7,71.0,34.0,30.1,True,40,68.0,12.0,after_break,False
Egypt,HAMZA ABDELKARIM,105,on,pdf_marker,86,1719.2,118.3,54.8,25.0,9.0,31.7,True,15,68.0,37.0,after_break,False
Egypt,HAISSEM HASSAN,67,on,pdf_marker,86,6544.5,348.2,82.1,79.0,27.0,29.3,True,53,68.0,-1.0,at_break,False
Egypt,120 MAHMOUD SABER,119,on,lineup_derived,86,142.6,19.6,4.8,1.0,1.0,25.3,True,1,68.0,51.0,after_break,True
Australia,Paul Michael Junior Okon-Engstler,91,on,lineup_derived,86,3944.3,224.1,120.8,51.0,17.0,31.9,True,29,68.0,23.0,after_break,False
Egypt,Abdelmegeed Abdelsalam Hossam Abdelmaguid,67,on,lineup_derived,86,5703.8,235.3,102.5,53.0,18.0,29.1,True,53,68.0,-1.0,at_break,False
Argentina,Gonzalo MONTIEL,104,on,pdf_marker,87,2560.9,155.6,45.0,33.0,12.0,28.3,True,16,73.0,31.0,after_break,False
Argentina,Leandro PAREDES,84,on,pdf_marker,87,5226.6,205.3,19.7,54.0,12.0,26.5,True,36,73.0,11.0,after_break,False
Argentina,Julian ALVAREZ,64,on,pdf_marker,87,7128.2,433.9,169.0,70.0,32.0,32.6,True,56,73.0,-9.0,before_break,False
Cabo Verde,JAMIRO MONTEIRO,67,on,pdf_marker,87,6397.2,340.7,92.7,70.0,26.0,30.8,True,53,73.0,-6.0,before_break,False
Cabo Verde,DAILON LIVRAMENTO,67,on,pdf_marker,87,7061.0,279.5,133.4,79.0,27.0,33.6,True,53,73.0,-6.0,before_break,False
Cabo Verde,HELIO VARELA,80,on,pdf_marker,87,5767.7,280.8,208.2,71.0,25.0,32.3,True,40,73.0,7.0,after_break,False
Argentina,Nicolás Alejandro Tagliafico,85,on,lineup_derived,87,5172.1,267.2,81.6,61.0,21.0,31.1,True,35,73.0,12.0,after_break,False
Argentina,Nicolas Ivan Gonzalez,63,on,lineup_derived,87,,,,,,,False,57,73.0,-10.0,before_break,False
Cabo Verde,BENCHIMOLGilson Gilson,100,on,lineup_derived,87,3014.0,293.7,229.3,46.0,27.0,33.4,True,20,73.0,27.0,after_break,False
Cabo Verde,SEMEDOJair Yannick,100,on,lineup_derived,87,3068.1,217.9,103.6,39.0,16.0,29.6,True,20,73.0,27.0,after_break,False
Cabo Verde,Johnson Willy,80,on,lineup_derived,87,6105.1,305.8,73.3,78.0,24.0,28.0,True,40,73.0,7.0,after_break,False
Colombia,Richard RIOS,45,on,pdf_marker,88,5880.1,408.7,130.2,74.0,33.0,31.3,True,45,69.0,-24.0,before_break,False
Colombia,Juan QUINTERO,73,on,pdf_marker,88,3114.8,169.6,21.4,42.0,12.0,26.5,True,17,69.0,4.0,after_break,False
Colombia,Jaminton CAMPAZ,90,on,pdf_marker,88,995.9,136.8,10.2,17.0,8.0,26.2,True,0,69.0,21.0,after_break,False
Colombia,Luis SUAREZ,8,on,pdf_marker,88,8553.3,484.0,327.1,61.0,40.0,33.9,True,82,69.0,-61.0,before_break,False
Ghana,Alidu SEIDU,13,on,pdf_marker,88,8379.0,380.8,189.1,73.0,34.0,33.8,True,77,69.0,-56.0,before_break,False
Ghana,Abdul FATAWU,62,on,pdf_marker,88,3681.0,272.8,106.3,49.0,21.0,31.9,True,28,69.0,-7.0,before_break,False
Ghana,Elisha OWUSU,62,on,pdf_marker,88,3955.8,308.9,86.5,63.0,20.0,29.2,True,28,69.0,-7.0,before_break,False
Ghana,Ernest NUAMAH,79,on,pdf_marker,88,2323.0,95.0,36.8,28.0,9.0,30.2,True,11,69.0,10.0,after_break,False
Ghana,Prince ADU,79,on,pdf_marker,88,1903.9,158.0,27.1,21.0,9.0,32.7,True,11,69.0,10.0,after_break,False
Canada,Tajon BUCHANAN,87,on,pdf_marker_late,90,10139.5,703.4,345.4,118.0,54.0,34.2,True,3,68.0,19.0,after_break,False
Canada,Niko SIGUR,87,on,pdf_marker_late,90,10786.3,625.4,223.7,169.0,45.0,32.1,True,3,68.0,19.0,after_break,False
Canada,Jonathan OSORIO,87,on,pdf_marker_late,90,1392.5,89.3,80.0,19.0,7.0,30.7,True,3,68.0,19.0,after_break,False
Canada,Jayden NELSON,87,on,pdf_marker_late,90,1462.3,69.2,43.6,19.0,5.0,29.0,True,3,68.0,19.0,after_break,False
Morocco,OUNAHI,60,on,lineup_derived,90,9904.1,678.3,236.4,121.0,45.0,30.0,True,30,68.0,-8.0,before_break,False
Morocco,Issa DIOP,87,on,pdf_marker_late,90,7873.0,147.7,40.1,69.0,11.0,32.7,True,3,68.0,19.0,after_break,False
Morocco,Marwane SAADANE,87,on,pdf_marker_late,90,1188.3,35.0,10.0,2.0,7.0,21.6,True,3,68.0,19.0,after_break,True
Morocco,Soufiane RAHIMI,60,on,lineup_derived,90,9629.3,847.0,452.5,115.0,58.0,33.3,True,30,68.0,-8.0,before_break,False
Morocco,Samir EL MOURABET,87,on,pdf_marker_late,90,1558.8,194.7,41.5,21.0,15.0,27.6,True,3,68.0,19.0,after_break,False
Brazil,NEYMAR JR,67,on,pdf_marker,91,3415.4,109.9,24.4,38.0,10.0,27.3,True,23,68.0,-1.0,at_break,False
Brazil,DANILO SANTOS,67,on,pdf_marker,91,3573.8,245.5,76.6,33.0,17.0,27.5,True,23,68.0,-1.0,at_break,False
Brazil,ENDRICK,58,on,pdf_marker,91,3927.7,181.9,77.8,31.0,16.0,32.7,True,32,68.0,-10.0,before_break,False
