team,player,minute,direction,source,match_id,total_distance_m,zone4_m,zone5_m,high_speed_runs,sprints,top_speed_kmh,phys_matched,minutes_played,break2,entry_vs_break,timing_group,is_gk
Norway,Fredrik AURSNES,63,on,pdf_marker,91,,,,,,,False,27,68.0,-5.0,before_break,False
Norway,Andreas SCHJELDERUP,45,on,pdf_marker,91,5815.2,361.1,157.8,69.0,29.0,32.1,True,45,68.0,-23.0,before_break,False
Norway,Oscar BOBB,45,on,pdf_marker,91,5834.4,416.7,129.9,66.0,30.0,30.9,True,45,68.0,-23.0,before_break,False
Brazil,José Ederson Silva,79,on,lineup_derived,91,2418.7,202.4,95.6,29.0,16.0,32.8,True,11,68.0,11.0,after_break,False
Norway,Leo Skiri Ostigard,89,on,lineup_derived,91,498.8,8.6,6.0,1.0,14.0,21.6,True,1,68.0,21.0,after_break,True
Mexico,Edson ALVAREZ,45,on,pdf_marker,92,5550.4,208.2,64.4,54.0,17.0,29.1,True,45,71.0,-26.0,before_break,False
Mexico,Santiago GIMENEZ,61,on,pdf_marker,92,3129.9,87.1,36.3,29.0,6.0,32.1,True,29,71.0,-10.0,before_break,False
Mexico,Guillermo MARTINEZ,81,on,pdf_marker,92,2227.0,80.6,56.5,13.0,9.0,29.5,True,9,71.0,10.0,after_break,False
Mexico,Brian GUTIERREZ,61,on,pdf_marker,92,4403.8,199.7,54.6,60.0,18.0,28.7,True,29,71.0,-10.0,before_break,False
England,John STONES,57,on,pdf_marker,92,3877.4,90.2,7.0,23.0,5.0,27.5,True,33,71.0,-14.0,before_break,False
England,Jordan HENDERSON,89,on,lineup_derived,92,5826.3,41.8,8.0,11.0,4.0,27.3,True,1,71.0,18.0,after_break,True
England,Morgan ROGERS,90,on,pdf_marker,92,1909.0,128.8,69.9,33.0,9.0,31.4,True,0,71.0,19.0,after_break,False
Mexico,Álvaro Fidalgo,79,on,lineup_derived,92,3153.9,172.6,128.0,43.0,16.0,31.4,True,11,71.0,8.0,after_break,False
England,Daniel Johnson Burn,75,on,lineup_derived,92,2844.3,54.6,14.1,21.0,5.0,27.5,True,15,71.0,4.0,after_break,False
England,Tehuti Djed-Hotep Spence,75,on,lineup_derived,92,3033.8,56.5,43.5,32.0,4.0,33.4,True,15,71.0,4.0,after_break,False
Portugal,DIOGO DALOT,71,on,pdf_marker,93,2928.5,268.6,56.3,33.0,19.0,32.4,True,19,68.0,3.0,at_break,False
Portugal,BERNARDO SILVA,83,on,pdf_marker,93,1986.8,153.4,8.0,34.0,13.0,26.2,True,7,68.0,15.0,after_break,False
Portugal,RAFAEL LEAO,71,on,pdf_marker,93,2524.0,81.6,95.9,23.0,7.0,34.6,True,19,68.0,3.0,at_break,False
Portugal,FRANCISCO CONCEICAO,83,on,pdf_marker,93,1832.8,176.7,24.5,24.0,12.0,27.0,True,7,68.0,15.0,after_break,False
Spain,Mikel MERINO,85,on,pdf_marker,93,1880.7,75.2,46.0,6.0,7.0,23.9,True,5,68.0,17.0,after_break,True
Spain,Ferran TORRES,75,on,pdf_marker,93,,,,,,,False,15,68.0,7.0,after_break,False
Spain,Fabian RUIZ,85,on,pdf_marker,93,1637.4,56.1,22.0,5.0,26.0,23.8,True,5,68.0,17.0,after_break,True
Spain,Borja IGLESIAS,89,on,lineup_derived,93,,,,,,,False,1,68.0,21.0,after_break,False
Portugal,SEMEDONélson Nelson,56,on,lineup_derived,93,3937.0,192.6,92.9,34.0,13.0,33.1,True,34,68.0,-12.0,before_break,False
USA,Ricardo PEPI,72,on,pdf_marker,94,2709.2,248.4,35.0,47.0,19.0,31.2,True,18,69.0,3.0,at_break,False
USA,Sebastian BERHALTER,59,on,pdf_marker,94,4559.5,133.5,84.7,71.0,13.0,29.1,True,31,69.0,-10.0,before_break,False
USA,Haji WRIGHT,89,on,lineup_derived,94,196.3,9.7,9.9,1.0,1.0,26.5,True,1,69.0,20.0,after_break,True
Belgium,Axel WITSEL,89,on,pdf_marker,94,810.0,71.5,17.0,6.0,9.0,24.6,True,1,69.0,20.0,after_break,True
Belgium,Romelu LUKAKU,67,on,pdf_marker,94,,,,,,,False,23,69.0,-2.0,at_break,False
Belgium,Jeremy DOKU,67,on,pdf_marker,94,2991.1,236.5,109.4,39.0,20.0,29.1,True,23,69.0,-2.0,at_break,False
Belgium,Hans VANAKEN,21,on,pdf_marker,94,9759.1,474.4,68.7,136.0,37.0,27.1,True,69,69.0,-48.0,before_break,False
Belgium,Alexis SAELEMAEKERS,89,on,pdf_marker,94,820.6,106.5,52.5,11.0,6.0,26.8,True,1,69.0,20.0,after_break,True
USA,Giovanni Alejandro Reyna,45,on,lineup_derived,94,6041.0,289.5,1.1,102.0,17.0,25.1,True,45,69.0,-24.0,before_break,False
USA,Maximilian Michael Arfsten,89,on,lineup_derived,94,232.0,20.9,33.8,1.0,2.0,27.4,True,1,69.0,20.0,after_break,True
Argentina,Nicolas OTAMENDI,89,on,lineup_derived,95,7619.4,472.7,168.5,92.0,35.0,29.5,True,1,71.0,18.0,after_break,False
Argentina,Lautaro MARTINEZ,66,on,pdf_marker,95,3494.1,200.3,95.8,34.0,17.0,29.0,True,24,71.0,-5.0,before_break,False
Argentina,Facundo MEDINA,89,on,lineup_derived,95,561.7,16.4,5.4,2.0,1.0,25.7,True,1,71.0,18.0,after_break,True
Egypt,TREZEGUET,73,on,pdf_marker,95,3225.5,303.0,99.6,45.0,21.0,29.2,True,17,71.0,2.0,at_break,False
Egypt,HAMDY FATHY,45,on,pdf_marker,95,5840.2,224.6,87.4,73.0,18.0,29.1,True,45,71.0,-26.0,before_break,False
Egypt,ZIZO,89,on,lineup_derived,95,763.1,72.6,48.9,11.0,4.0,29.1,True,1,71.0,18.0,after_break,True
Argentina,Gonzalo Ariel Montiel,73,on,lineup_derived,95,3367.2,252.5,36.5,52.0,15.0,29.2,True,17,71.0,2.0,at_break,False
Argentina,Nicolas Ivan Gonzalez,66,on,lineup_derived,95,,,,,,,False,24,71.0,-5.0,before_break,False
Egypt,Mohamed Abdelsalam Omar,80,on,lineup_derived,95,,,,,,,False,10,71.0,9.0,after_break,False
Switzerland,Miro MUHEIM,71,on,pdf_marker,96,5931.7,327.2,54.9,84.0,24.0,28.4,True,49,68.0,3.0,at_break,False
Switzerland,Djibril SOW,45,on,pdf_marker,96,9196.5,544.5,195.7,110.0,37.0,31.5,True,75,68.0,-23.0,before_break,False
Switzerland,Ruben VARGAS,90,on,lineup_derived,96,3734.9,295.8,79.9,43.0,24.0,32.4,True,30,68.0,22.0,after_break,False
Switzerland,Zeki AMDOUNI,103,on,pdf_marker,96,2261.9,125.5,36.5,24.0,11.0,28.4,True,17,68.0,35.0,after_break,False
Switzerland,Cedric ITTEN,87,on,pdf_marker,96,4762.4,173.8,48.7,53.0,15.0,28.0,True,33,68.0,19.0,after_break,False
Colombia,Richard RIOS,82,on,pdf_marker,96,5416.3,394.6,76.2,95.0,30.0,31.8,True,38,68.0,14.0,after_break,False
Colombia,Yerry MINA,119,on,pdf_marker,96,384.5,37.8,6.6,7.0,3.0,26.0,True,1,68.0,51.0,after_break,True
Colombia,Juan QUINTERO,66,on,pdf_marker,96,6553.5,157.2,35.5,71.0,15.0,27.7,True,54,68.0,-2.0,at_break,False
Colombia,Jaminton CAMPAZ,66,on,pdf_marker,96,6497.0,507.1,190.7,87.0,42.0,29.8,True,54,68.0,-2.0,at_break,False
Switzerland,Silvan Dominic Widmer,87,on,lineup_derived,96,4155.9,212.4,68.7,55.0,16.0,30.3,True,33,68.0,19.0,after_break,False
Colombia,Juan Camilo Hernandez,82,on,lineup_derived,96,,,,,,,False,38,68.0,14.0,after_break,False
France,Malo GUSTO,87,on,pdf_marker_late,97,1271.7,110.6,9.1,16.0,6.0,26.0,True,3,67.0,20.0,after_break,False
France,Bradley BARCOLA,77,on,pdf_marker,97,2147.4,87.0,137.6,19.0,7.0,35.5,True,13,67.0,10.0,after_break,False
Morocco,Soufiane RAHIMI,76,on,lineup_derived,97,4021.5,158.3,77.6,47.0,14.0,29.3,True,14,67.0,9.0,after_break,False
Morocco,Amine SBAI,85,on,pdf_marker_late,97,1755.0,230.5,51.6,33.0,15.0,28.5,True,5,67.0,18.0,after_break,False
France,Jean-Philippe Mateta,77,on,lineup_derived,97,2338.0,120.3,104.3,22.0,9.0,30.3,True,13,67.0,10.0,after_break,False
Spain,Mikel MERINO,86,on,pdf_marker,98,1668.5,157.3,7.8,33.0,10.0,25.8,True,4,67.0,19.0,after_break,False
Spain,Ferran TORRES,55,on,pdf_marker,98,4600.0,256.7,116.8,49.0,26.0,30.9,True,35,67.0,-12.0,before_break,False
Spain,PEDRI,55,on,pdf_marker,98,5204.4,298.0,76.2,70.0,19.0,29.4,True,35,67.0,-12.0,before_break,False
Belgium,Senne LAMMENS,71,on,pdf_marker,98,1607.4,14.7,11.2,4.0,1.0,26.9,True,19,67.0,4.0,after_break,True
Belgium,Axel WITSEL,60,on,pdf_marker,98,4318.4,205.9,17.2,67.0,15.0,26.4,True,30,67.0,-7.0,before_break,False
Belgium,Romelu LUKAKU,60,on,pdf_marker,98,3226.1,138.2,87.5,24.0,14.0,31.7,True,30,67.0,-7.0,before_break,False
Belgium,Joaquin SEYS,61,on,pdf_marker,98,3681.4,150.2,26.3,34.0,13.0,29.6,True,29,67.0,-6.0,before_break,False
Belgium,Alexis SAELEMAEKERS,86,on,pdf_marker,98,1515.6,133.0,70.7,29.0,13.0,31.7,True,4,67.0,19.0,after_break,False
Spain,Nicholas Williams,79,on,lineup_derived,98,2167.6,167.4,66.3,28.0,16.0,33.9,True,11,67.0,12.0,after_break,False
Norway,Fredrik AURSNES,60,on,pdf_marker,99,8096.8,415.5,125.8,100.0,33.0,29.7,True,60,68.0,-8.0,before_break,False
Norway,Marcus HOLMGREN PEDERSEN,90,on,pdf_marker,99,4953.4,232.4,110.5,54.0,19.0,30.7,True,30,68.0,22.0,after_break,False
Norway,Antonio NUSA,68,on,pdf_marker,99,6568.9,279.7,132.7,61.0,19.0,34.3,True,52,68.0,0.0,at_break,False
Norway,Oscar BOBB,68,on,pdf_marker,99,6675.7,318.7,95.4,70.0,31.0,29.8,True,52,68.0,0.0,at_break,False
England,Bukayo SAKA,45,on,pdf_marker,99,8674.8,442.8,165.7,108.0,43.0,30.6,True,75,68.0,-23.0,before_break,False
England,Morgan ROGERS,89,on,pdf_marker,99,,,,,,,False,31,68.0,21.0,after_break,False
England,Eberechi EZE,45,on,pdf_marker,99,8724.6,459.1,102.6,110.0,36.0,28.0,True,75,68.0,-23.0,before_break,False
England,Reece JAMES,71,on,pdf_marker,99,6471.3,177.3,65.5,52.0,17.0,29.4,True,49,68.0,3.0,at_break,False
Norway,Leo Skiri Ostigard,90,on,lineup_derived,99,3598.6,102.2,26.0,32.0,8.0,28.6,True,30,68.0,22.0,after_break,False
Norway,Jørgen Strand Strand Larsen,105,on,lineup_derived,99,1891.6,103.3,56.4,19.0,6.0,31.1,True,15,68.0,37.0,after_break,False
England,Tehuti Djed-Hotep Spence,86,on,lineup_derived,99,4571.7,185.3,167.9,36.0,16.0,33.5,True,34,68.0,18.0,after_break,False
England,Daniel Johnson Burn,114,on,lineup_derived,99,1093.8,24.5,10.0,3.0,17.0,23.2,True,6,68.0,46.0,after_break,True
Argentina,Thiago ALMADA,90,on,pdf_marker,100,4018.2,131.5,181.0,37.0,10.0,33.3,True,30,75.0,15.0,after_break,False
Argentina,Nicolas OTAMENDI,105,on,pdf_marker,100,1897.2,78.4,33.0,6.0,21.0,24.9,True,15,75.0,30.0,after_break,True
Argentina,Jose Manuel LOPEZ,110,on,pdf_marker,100,,,,,,,False,10,75.0,35.0,after_break,False
Argentina,Lautaro MARTINEZ 120,85,on,pdf_marker,100,4906.7,227.4,56.6,37.0,14.0,30.0,True,35,75.0,10.0,after_break,False
Switzerland,Miro MUHEIM,86,on,pdf_marker,100,5098.2,153.5,138.3,48.0,13.0,31.9,True,34,75.0,11.0,after_break,False
Switzerland,Ardon JASHARI,96,on,pdf_marker,100,3381.1,207.3,100.9,51.0,21.0,32.2,True,24,75.0,21.0,after_break,False
Switzerland,Ruben VARGAS,115,on,pdf_marker,100,1173.1,79.1,45.4,23.0,8.0,28.4,True,5,75.0,40.0,after_break,False
Switzerland,Eray COEMERT,90,on,lineup_derived,100,3959.8,163.8,104.8,32.0,11.0,32.6,True,30,75.0,15.0,after_break,False
Switzerland,Zeki AMDOUNI,86,on,pdf_marker,100,5342.9,172.9,119.4,53.0,12.0,31.7,True,34,75.0,11.0,after_break,False
Argentina,Nicolas Ivan Gonzalez,78,on,lineup_derived,100,,,,,,,False,42,75.0,3.0,at_break,False
Argentina,Gonzalo Ariel Montiel,85,on,lineup_derived,100,5492.5,273.5,63.0,79.0,20.0,29.0,True,35,75.0,10.0,after_break,False
Switzerland,Silvan Dominic Widmer,86,on,lineup_derived,100,5161.8,217.6,130.1,50.0,14.0,32.5,True,34,75.0,11.0,after_break,False
France,Theo HERNANDEZ,72,on,pdf_marker,101,2701.5,201.1,117.2,27.0,16.0,33.0,True,18,69.0,3.0,at_break,False
France,Desire DOUE,57,on,pdf_marker,101,4449.1,294.7,61.3,59.0,24.0,27.9,True,33,69.0,-12.0,before_break,False
France,Rayan CHERKI,73,on,pdf_marker,101,3263.7,289.5,56.8,51.0,21.0,27.2,True,17,69.0,4.0,after_break,False
France,Maxence LACROIX,30,on,pdf_marker,101,7949.8,381.0,83.9,96.0,27.0,31.7,True,60,69.0,-39.0,before_break,False
Spain,Marcos LLORENTE,84,on,pdf_marker,101,1662.7,103.3,1.4,22.0,11.0,25.2,True,6,69.0,15.0,after_break,False
Spain,Mikel MERINO,78,on,pdf_marker,101,2724.2,157.6,3.0,44.0,13.0,25.2,True,12,69.0,9.0,after_break,False
Spain,Ferran TORRES,74,on,pdf_marker,101,2743.2,173.6,64.5,30.0,17.0,30.6,True,16,69.0,5.0,after_break,False
Spain,PEDRI,78,on,pdf_marker,101,2711.3,308.7,63.1,45.0,20.0,27.8,True,12,69.0,9.0,after_break,False
France,Emmanuel Boris Kone,45,on,lineup_derived,101,6041.4,235.5,27.0,107.0,14.0,30.3,True,45,69.0,-24.0,before_break,False
Spain,Nicholas Williams,84,on,lineup_derived,101,1704.2,150.7,54.7,26.0,16.0,31.4,True,6,69.0,15.0,after_break,False
England,Ezri KONSA,72,on,pdf_marker,102,2786.0,100.5,22.9,36.0,10.0,31.0,True,18,69.0,3.0,at_break,False
Argentina,Rodrigo DE PAUL,72,on,pdf_marker,102,3329.0,216.1,60.1,41.0,14.0,30.0,True,18,69.0,3.0,at_break,False
Argentina,Nicolas OTAMENDI,72,on,pdf_marker,102,3217.4,229.6,142.6,35.0,15.0,30.0,True,18,69.0,3.0,at_break,False
Argentina,Lautaro MARTINEZ,81,on,pdf_marker,102,1984.1,152.8,55.1,19.0,10.0,29.9,True,9,69.0,12.0,after_break,False
England,Nico Oreilly,82,on,lineup_derived,102,2032.3,134.3,24.9,35.0,11.0,33.0,True,8,69.0,13.0,after_break,False
England,Daniel Johnson Burn,82,on,lineup_derived,102,1827.1,53.8,48.7,17.0,6.0,30.8,True,8,69.0,13.0,after_break,False
Argentina,Nicolas Ivan Gonzalez,64,on,lineup_derived,102,,,,,,,False,26,69.0,-5.0,before_break,False
Argentina,Gonzalo Ariel Montiel,72,on,lineup_derived,102,3422.0,198.2,88.1,47.0,15.0,32.1,True,18,69.0,3.0,at_break,False
France,Lucas DIGNE,45,on,pdf_marker,103,5248.3,303.3,86.1,79.0,24.0,29.7,True,45,68.0,-23.0,before_break,False
France,Jules KOUNDE,89,on,lineup_derived,103,1008.9,160.1,118.9,15.0,10.0,28.5,True,1,68.0,21.0,after_break,False
France,Ousmane DEMBELE,45,on,pdf_marker,103,5203.9,389.3,162.8,67.0,26.0,30.5,True,45,68.0,-23.0,before_break,False
France,Bradley BARCOLA,45,on,pdf_marker,103,4946.2,313.2,139.7,50.0,21.0,34.7,True,45,68.0,-23.0,before_break,False
England,Elliot ANDERSON,79,on,pdf_marker,103,2056.9,147.5,63.2,27.0,7.0,29.7,True,11,68.0,11.0,after_break,False
England,Jude BELLINGHAM,79,on,pdf_marker,103,2245.4,284.5,100.2,28.0,17.0,32.4,True,11,68.0,11.0,after_break,False
England,Trevoh CHALOBAH,89,on,lineup_derived,103,626.5,18.8,6.2,11.0,2.0,26.2,True,1,68.0,21.0,after_break,True
England,Reece JAMES,83,on,pdf_marker,103,1656.2,122.7,36.0,14.0,8.0,26.7,True,7,68.0,15.0,after_break,False
France,Dayotchanculle Oswald Upamecano,45,on,lineup_derived,103,5090.2,279.6,203.7,49.0,20.0,33.4,True,45,68.0,-23.0,before_break,False
England,George Arthur Watkins,45,on,lineup_derived,103,5531.9,420.8,321.5,57.0,30.0,34.2,True,45,68.0,-23.0,before_break,False
Spain,Eric GARCIA,99,on,pdf_marker,104,2696.9,86.7,23.0,6.0,6.0,25.1,True,21,67.0,32.0,after_break,True
Spain,Mikel MERINO,75,on,pdf_marker,104,6628.1,411.4,53.7,86.0,34.0,27.8,True,45,67.0,8.0,after_break,False
Spain,Ferran TORRES,62,on,pdf_marker,104,7238.1,449.4,261.9,56.0,42.0,31.4,True,58,67.0,-5.0,before_break,False
Spain,Martin ZUBIMENDI,99,on,pdf_marker_late,104,3570.6,117.5,16.7,36.0,7.0,26.4,True,21,67.0,32.0,after_break,False
Spain,PEDRI,62,on,pdf_marker,104,8523.7,522.5,59.6,129.0,37.0,27.4,True,58,67.0,-5.0,before_break,False
Argentina,Marcos SENESI,102,on,pdf_marker,104,2913.7,86.7,35.0,32.0,8.0,29.1,True,18,67.0,35.0,after_break,False
Argentina,Giuliano SIMEONE,70,on,pdf_marker,104,7646.1,406.9,281.2,105.0,33.0,33.7,True,50,67.0,3.0,at_break,False
Argentina,Nicolas OTAMENDI,44,on,pdf_marker,104,9258.8,342.0,150.2,96.0,28.0,30.6,True,76,67.0,-23.0,before_break,False
Argentina,Facundo MEDINA,70,on,pdf_marker,104,7135.2,284.9,111.9,79.0,17.0,30.0,True,50,67.0,3.0,at_break,False
Argentina,Nahuel MOLINA,57,on,pdf_marker,104,7366.5,502.8,236.3,87.0,35.0,31.9,True,63,67.0,-10.0,before_break,False
Spain,Nicholas Williams,75,on,lineup_derived,104,5987.6,377.7,210.3,58.0,36.0,32.4,True,45,67.0,8.0,after_break,False
