team,player,minute,direction,source,match_id
Mexico,Erik LIRA,76,off,pdf_marker,1
Mexico,Alvaro FIDALGO,66,off,pdf_marker,1
Mexico,Raul JIMENEZ,76,off,pdf_marker,1
Mexico,Julian QUINONES,79,off,pdf_marker,1
Mexico,Brian GUTIERREZ,66,off,pdf_marker,1
Mexico,Alexis VEGA,79,on,pdf_marker,1
Mexico,Armando GONZALEZ,76,on,pdf_marker,1
Mexico,Gilberto MORA,66,on,pdf_marker,1
Mexico,Luis CHAVEZ,66,on,pdf_marker,1
South Africa,Aubrey MODIBA,77,off,pdf_marker,1
South Africa,Lyle FOSTER,56,off,pdf_marker,1
South Africa,Iqraam RAYNERS,76,off,pdf_marker,1
South Africa,Jayden ADAMS,62,off,pdf_marker,1
South Africa,Thalente MBATHA,56,on,pdf_marker,1
South Africa,Oswin APPOLLIS,77,on,pdf_marker,1
South Africa,Evidence MAKGOPA,76,on,pdf_marker,1
Mexico,Edson Omar Alvarez,76,on,lineup_derived,1
South Korea,LEE Gihyuk,96,off,pdf_marker_late,2
South Korea,HWANG Inbeom,84,off,pdf_marker,2
South Korea,PAIK Seungho,84,off,pdf_marker,2
South Korea,LEE Taeseok,69,off,pdf_marker,2
South Korea,PARK Jinseob,84,on,pdf_marker,2
South Korea,OH Hyeongyu,69,on,pdf_marker,2
South Korea,KIM Jingyu,84,on,pdf_marker,2
South Korea,EOM Jisung,69,on,pdf_marker,2
Czechia,Patrik SCHICK,64,off,pdf_marker,2
Czechia,Pavel SULC,64,off,pdf_marker,2
Czechia,Lukas PROVOD,64,off,pdf_marker,2
Czechia,Alexandr SOJKA,85,off,pdf_marker,2
Czechia,Adam HLOZEK,64,on,pdf_marker,2
Czechia,Mojmir CHYTIL,85,on,pdf_marker,2
Czechia,Michal SADILEK,64,on,pdf_marker,2
Czechia,Tomas CHORY,64,on,pdf_marker,2
South Korea,Heung Min Son,69,off,lineup_derived,2
South Korea,Jae Sung Lee,62,off,lineup_derived,2
South Korea,Hee Chan Hwang,62,on,lineup_derived,2
Canada,Jonathan DAVID,61,off,pdf_marker,3
Canada,Liam MILLAR,61,off,pdf_marker,3
Canada,Tajon BUCHANAN,61,off,pdf_marker,3
Canada,Cyle LARIN,76,on,pdf_marker,3
Canada,Jacob SHAFFELBURG,61,on,pdf_marker,3
Canada,Ali AHMED,61,on,pdf_marker,3
Canada,Jonathan OSORIO,89,on,lineup_derived,3
Canada,Promise DAVID,61,on,pdf_marker,3
Bosnia and Herzegovina,Sead KOLASINAC,84,off,pdf_marker,3
Bosnia and Herzegovina,Ivan BASIC,62,off,pdf_marker,3
Bosnia and Herzegovina,Amar MEMIC,74,off,pdf_marker,3
Bosnia and Herzegovina,Nikola KATIC,93,off,pdf_marker_late,3
Bosnia and Herzegovina,Esmir BAJRAKTAREVIC,74,off,pdf_marker,3
Bosnia and Herzegovina,Jovo LUKIC,62,off,pdf_marker,3
Bosnia and Herzegovina,Armin GIGOVIC,62,on,pdf_marker,3
Bosnia and Herzegovina,Samed BAZDAR,62,on,pdf_marker,3
Bosnia and Herzegovina,Ivan SUNJIC,74,on,pdf_marker,3
Bosnia and Herzegovina,Dzenis BURNIC,84,on,pdf_marker,3
Bosnia and Herzegovina,Kerim ALAJBEGOVIC,74,on,pdf_marker,3
Canada,Tanitoluwa Oluwatimilehin Oluwaseyi,76,off,lineup_derived,3
USA,Sergino DEST,72,off,pdf_marker,4
USA,Christian PULISIC,45,off,pdf_marker,4
USA,Malik TILLMAN,82,off,pdf_marker,4
USA,Folarin BALOGUN,72,off,pdf_marker,4
USA,Ricardo PEPI,72,on,pdf_marker,4
USA,Sebastian BERHALTER,45,on,pdf_marker,4
USA,Timothy WEAH,72,on,pdf_marker,4
Paraguay,Juan Jose CACERES,80,off,pdf_marker,4
Paraguay,Junior ALONSO,93,off,pdf_marker_late,4
Paraguay,Diego GOMEZ,79,off,lineup_derived,4
Paraguay,Antonio SANABRIA,62,off,pdf_marker,4
Paraguay,Miguel ALMIRON,79,off,pdf_marker,4
Paraguay,Damian BOBADILLA,45,off,pdf_marker,4
Paraguay,Gustavo VELAZQUEZ,80,on,pdf_marker,4
Paraguay,Ramon SOSA,79,on,pdf_marker,4
Paraguay,MAURICIO,45,on,pdf_marker,4
Paraguay,Alejandro ROMERO GAMARRA,80,on,pdf_marker,4
Paraguay,Alex ARCE,62,on,pdf_marker,4
USA,Giovanni Alejandro Reyna,82,on,lineup_derived,4
Qatar,JASSEM GABER,60,off,pdf_marker,5
Qatar,EDMILSON JUNIOR,89,off,pdf_marker,5
Qatar,AYOUB ALOUI,60,off,pdf_marker,5
Qatar,YUSUF ABDURISAG,60,off,pdf_marker,5
Qatar,ASSIM MADIBO,79,off,pdf_marker,5
Qatar,AHMED ALAAELDIN,60,on,pdf_marker,5
Qatar,HASSAN ALHAYDOS,89,on,pdf_marker,5
Qatar,KARIM BOUDIAF,60,on,pdf_marker,5
Qatar,AHMED FATHY,60,on,pdf_marker,5
Qatar,MOHAMED MANAI,79,on,pdf_marker,5
Switzerland,Remo FREULER,89,off,pdf_marker,5
Switzerland,Dan NDOYE,66,off,pdf_marker,5
Switzerland,Ricardo RODRIGUEZ,89,off,pdf_marker,5
Switzerland,Ruben VARGAS,79,off,pdf_marker,5
Switzerland,Michel AEBISCHER,66,off,pdf_marker,5
Switzerland,Miro MUHEIM,89,on,lineup_derived,5
Switzerland,Johan MANZAMBI,66,on,pdf_marker,5
Switzerland,Ardon JASHARI,89,on,pdf_marker,5
Switzerland,Fabian RIEDER,66,on,pdf_marker,5
Switzerland,Zeki AMDOUNI,79,on,pdf_marker,5
Brazil,LUCAS PAQUETA,61,off,pdf_marker,6
Brazil,IGOR THIAGO,62,off,pdf_marker,6
Brazil,MATHEUS CUNHA,61,on,pdf_marker,6
Brazil,FABINHO,45,on,pdf_marker,6
Brazil,DANILO SANTOS,80,on,pdf_marker,6
Morocco,Noussair MAZRAOUI,80,off,pdf_marker,6
Morocco,Brahim DIAZ,65,off,pdf_marker,6
Morocco,Ismael SAIBARI,89,off,pdf_marker,6
Morocco,Bilal EL KHANNOUSS,80,off,pdf_marker,6
Morocco,Chemsdine TALBI,65,on,pdf_marker,6
Morocco,Soufiane RAHIMI,89,on,pdf_marker,6
Morocco,Samir EL MOURABET,65,on,pdf_marker,6
Morocco,Ayoube AMAIMOUNI,80,on,pdf_marker,6
Morocco,Anass SALAH EDDINE,80,on,pdf_marker,6
Brazil,Henrique,46,off,lineup_derived,6
Brazil,GUIMARAESBruno Bruno,80,off,lineup_derived,6
Brazil,Luiz Danilo,46,on,lineup_derived,6
Brazil,Henrique André Luiz,61,on,lineup_derived,6
Brazil,IBANEZRoger Roger,46,off,lineup_derived,6
Morocco,Azz-Eddine Ounahi,64,off,lineup_derived,6
Haiti,Ruben PROVIDENCE,85,off,pdf_marker,7
Haiti,Wilson ISIDOR,76,off,pdf_marker,7
Haiti,Lenny JOSEPH,76,on,pdf_marker,7
Haiti,Yassin FORTUNE,85,on,pdf_marker,7
Haiti,Josue CASIMIR,61,on,pdf_marker,7
Scotland,Aaron HICKEY,75,off,pdf_marker,7
Scotland,Che ADAMS,75,off,pdf_marker,7
Scotland,Lawrence SHANKLAND,83,off,pdf_marker,7
Scotland,Lyndon DYKES,75,on,pdf_marker,7
Scotland,Ryan CHRISTIE,75,on,pdf_marker,7
Scotland,Nathan PATTERSON,75,on,pdf_marker,7
Scotland,Findlay CURTIS,83,on,pdf_marker,7
Haiti,Don Deedson Deedson,61,off,lineup_derived,7
Scotland,Ben Gannon Gannon-Doak,75,off,lineup_derived,7
Australia,Jacob ITALIANO,74,off,pdf_marker,8
Australia,Jordan BOS,84,off,pdf_marker,8
Australia,Mohamed TOURE,74,off,pdf_marker,8
Australia,Nestory IRANKUNDA,61,off,pdf_marker,8
Australia,Aziz BEHICH,84,on,pdf_marker,8
Australia,Jackson IRVINE,84,on,pdf_marker,8
Australia,Nishan VELUPILLAY,61,on,pdf_marker,8
Australia,Tete YENGI,74,on,pdf_marker,8
Türkiye,Orkun KOKCU,62,off,pdf_marker,8
Türkiye,Kerem AKTURKOGLU,85,off,pdf_marker,8
Türkiye,Salih OZCAN Third,81,on,pdf_marker,8
Türkiye,Deniz GUL,85,on,pdf_marker,8
Türkiye,Kenan YILDIZ,45,on,pdf_marker,8
Türkiye,Irfan Can KAHVECI,80,on,lineup_derived,8
Türkiye,Yunus AKGUN,62,on,pdf_marker,8
Australia,Jason Kato Geria,74,on,lineup_derived,8
Australia,Paul Michael Junior Okon-Engstler,83,off,lineup_derived,8
Türkiye,Mehmet Zeki Celik,80,off,lineup_derived,8
Türkiye,Ismailİsma Yuksek,80,off,lineup_derived,8
Türkiye,Barı ş Alper Yilmaz,46,off,lineup_derived,8
Germany,Jonathan TAH,73,off,pdf_marker,9
Germany,Joshua KIMMICH,83,off,pdf_marker,9
Germany,Jamal MUSIALA,64,off,pdf_marker,9
Germany,Nathaniel BROWN,73,off,pdf_marker,9
Germany,Felix NMECHA,73,off,pdf_marker,9
Germany,Antonio RUEDIGER,73,on,pdf_marker,9
Germany,Leon GORETZKA,73,on,pdf_marker,9
Germany,David RAUM,73,on,pdf_marker,9
Germany,Deniz UNDAV,64,on,pdf_marker,9
Curaçao,Tahith CHONG,83,off,pdf_marker,9
Curaçao,Jeremy ANTONISSE,45,on,pdf_marker,9
Curaçao,Jearl MARGARITHA,65,on,pdf_marker,9
Curaçao,Gervane KASTANEER,83,on,pdf_marker,9
Germany,Waldemar Anton,83,on,lineup_derived,9
Curaçao,Jürgen Leonardo Locadia,65,off,lineup_derived,9
Curaçao,Juniffer Naigelino Hansen,46,off,lineup_derived,9
Netherlands,Ryan GRAVENBERCH,81,off,pdf_marker,10
Netherlands,Cody GAKPO,84,off,pdf_marker,10
Netherlands,Tijjani REIJNDERS,71,off,pdf_marker,10
Netherlands,Donyell MALEN,70,off,pdf_marker,10
Netherlands,Crysencio,70,off,pdf_marker,10
Netherlands,Nathan AKE,81,on,pdf_marker,10
Netherlands,Memphis DEPAY,70,on,pdf_marker,10
Netherlands,Brian BROBBEY,84,on,pdf_marker,10
Netherlands,Teun KOOPMEINERS,70,on,pdf_marker,10
Netherlands,Quinten TIMBER,71,on,pdf_marker,10
Japan,Takefusa KUBO,75,off,pdf_marker,10
Japan,Ritsu DOAN,75,off,pdf_marker,10
Japan,Daizen MAEDA,66,off,pdf_marker,10
Japan,Tsuyoshi WATANABE,75,off,pdf_marker,10
Japan,Ayase UEDA,84,off,pdf_marker,10
Japan,Yukinari SUGAWARA,75,on,pdf_marker,10
Japan,Junya ITO,66,on,pdf_marker,10
Japan,Koki OGAWA,75,on,pdf_marker,10
Japan,Takehiro TOMIYASU,75,on,pdf_marker,10
Japan,Kento SHIOGAI,84,on,pdf_marker,10
Côte d'Ivoire,Seko FOFANA,77,off,pdf_marker,11
Côte d'Ivoire,Elye WAHI,56,off,pdf_marker,11
Côte d'Ivoire,Guela DOUE,89,off,pdf_marker,11
Côte d'Ivoire,Nicolas PEPE,77,off,pdf_marker,11
Côte d'Ivoire,Bazoumana TOURE,56,off,pdf_marker,11
Côte d'Ivoire,Odilon KOSSOUNOU,89,on,pdf_marker,11
Côte d'Ivoire,Amad DIALLO,56,on,pdf_marker,11
Côte d'Ivoire,Ibrahim SANGARE,77,on,pdf_marker,11
Côte d'Ivoire,Christ Inao OULAI,77,on,pdf_marker,11
Ecuador,John YEBOAH,62,off,pdf_marker,11
Ecuador,Enner VALENCIA,77,off,pdf_marker,11
Ecuador,Alan MINDA,56,off,pdf_marker,11
Ecuador,Alan FRANCO,62,off,pdf_marker,11
Ecuador,Kevin RODRIGUEZ,77,on,pdf_marker,11
Ecuador,Angelo PRECIADO,62,on,pdf_marker,11
Ecuador,Nilson ANGULO,56,on,pdf_marker,11
Ecuador,Jackson POROZO,62,on,pdf_marker,11
Côte d'Ivoire,Ange-Yoan Laurent Bonny,56,on,lineup_derived,11
Sweden,Gabriel GUDMUNDSSON,65,off,pdf_marker,12
Sweden,Alexander ISAK,90,off,pdf_marker_late,12
Sweden,Benjamin NYGREN,64,off,pdf_marker,12
Sweden,Jesper KARLSTROM,84,off,pdf_marker,12
Sweden,Alexander BERNHARDSSON,90,off,pdf_marker_late,12
Sweden,Daniel SVENSSON,90,on,pdf_marker,12
Sweden,Anthony ELANGA,90,on,pdf_marker,12
Sweden,Mattias SVANBERG,84,on,lineup_derived,12
Sweden,Elliot STROUD,65,on,pdf_marker,12
Tunisia,Elias SAAD,72,off,pdf_marker,12
Tunisia,Rani KHEDIRA,83,off,pdf_marker,12
Tunisia,Ellyes SKHIRI,72,off,pdf_marker,12
Tunisia,Yan VALERY,72,off,pdf_marker,12
Tunisia,Anis SLIMANE,84,off,pdf_marker,12
Tunisia,Ismael GHARBI,83,on,pdf_marker,12
Tunisia,Mohamed HADJ MAHMOUD,72,on,pdf_marker,12
Tunisia,Firas CHAOUAT,84,on,pdf_marker,12
Tunisia,Sebastian TOUNEKTI,72,on,pdf_marker,12
Sweden,Lucas Erik Holger Bergvall,65,on,lineup_derived,12
Tunisia,Mohamed Elyes Achouri,72,on,lineup_derived,12
Spain,Ferran TORRES,81,off,pdf_marker,13
Spain,Fabian RUIZ,71,off,pdf_marker,13
Spain,GAVI,71,off,pdf_marker,13
Spain,RODRI,87,off,pdf_marker,13
Spain,PEDRI,93,off,pdf_marker_late,13
Spain,Mikel MERINO,71,on,pdf_marker,13
Spain,Lamine YAMAL,71,on,pdf_marker,13
Cabo Verde,JAMIRO MONTEIRO,79,off,pdf_marker,13
Cabo Verde,LAROS DUARTE,61,off,pdf_marker,13
Cabo Verde,DAILON LIVRAMENTO,61,off,pdf_marker,13
Cabo Verde,JOAO PAULO,76,on,pdf_marker,13
Cabo Verde,DEROY DUARTE,61,on,pdf_marker,13
Cabo Verde,NUNO DA COSTA,61,on,pdf_marker,13
Spain,Daniel Olmo,81,on,lineup_derived,13
Spain,Nicholas Williams,87,on,lineup_derived,13
Cabo Verde,Eduardo Jovane,61,off,lineup_derived,13
Cabo Verde,CABRALSidny Sidny Lopes,76,off,lineup_derived,13
Cabo Verde,Johnson Willy,61,on,lineup_derived,13
Cabo Verde,Emanuel Telmo,79,on,lineup_derived,13
Belgium,Kevin DE BRUYNE,86,off,pdf_marker,14
Belgium,Jeremy DOKU,86,off,pdf_marker,14
Belgium,Charles DE KETELAERE,66,off,pdf_marker,14
Belgium,Timothy CASTAGNE,56,off,pdf_marker,14
Belgium,Amadou ONANA,56,off,pdf_marker,14
Belgium,Maxim DE CUYPER,56,on,pdf_marker,14
Belgium,Romelu LUKAKU,66,on,pdf_marker,14
Belgium,Hans VANAKEN,86,on,pdf_marker,14
Belgium,Nicolas RASKIN,56,on,pdf_marker,14
Egypt,EMAM ASHOUR,71,off,pdf_marker,14
Egypt,MOHAMED SALAH,76,off,pdf_marker,14
Egypt,MOSTAFA ZICO,76,off,pdf_marker,14
Egypt,AHMED FATOUH,88,off,pdf_marker,14
Egypt,HAMDY FATHY,89,off,pdf_marker,14
Egypt,RAMY RABIA,71,on,pdf_marker,14
Egypt,HAMZA ABDELKARIM,76,on,pdf_marker,14
Egypt,KARIM HAFEZ,88,on,pdf_marker,14
Egypt,IBRAHIM ADEL,89,on,pdf_marker,14
Egypt,ZIZO,76,on,pdf_marker,14
Belgium,Matias Fernandez-Pardo,86,on,lineup_derived,14
Saudi Arabia,MUSAB ALJUWAYR,63,off,pdf_marker,15
Saudi Arabia,MOHAMMED ABU ALSHAMAT,81,off,pdf_marker,15
Saudi Arabia,NASSER ALDAWSARI,63,on,pdf_marker,15
Saudi Arabia,NAWAF BU WASHL,81,on,pdf_marker,15
Saudi Arabia,ALA ALHAJJI,89,on,lineup_derived,15
Saudi Arabia,ABDULLAH ALHAMDDAN,89,on,lineup_derived,15
Uruguay,Manuel UGARTE,72,off,pdf_marker,15
Uruguay,Darwin NUNEZ,45,off,pdf_marker,15
Uruguay,Matias VINA,45,off,pdf_marker,15
Uruguay,Federico VINAS,90,off,pdf_marker_late,15
Uruguay,Nicolas DE LA CRUZ,72,on,pdf_marker,15
Uruguay,Agustin CANOBBIO,45,on,pdf_marker,15
Uruguay,Brian RODRIGUEZ,81,on,pdf_marker,15
Uruguay,Rodrigo AGUIRRE,90,on,pdf_marker,15
Uruguay,Juan Manuel SANABRIA,45,on,pdf_marker,15
Saudi Arabia,Mohammed Ali Lajami,89,on,lineup_derived,15
Uruguay,Maximiliano Javier Araujo,81,off,lineup_derived,15
IR Iran,Mehdi TAREMI,80,off,pdf_marker,16
IR Iran,Saman GHODDOS,65,off,pdf_marker,16
IR Iran,Arya YOUSEFI,45,off,pdf_marker,16
IR Iran,Shahriyar MOGHANLOO,53,off,pdf_marker,16
IR Iran,Mehdi GHAYEDI,45,on,pdf_marker,16
IR Iran,Ali ALIPOUR,53,on,pdf_marker,16
IR Iran,Amirhossein HOSSEINZADEH,80,on,pdf_marker,16
New Zealand,Liberato CACACE,68,off,pdf_marker,16
New Zealand,Jesse RANDALL,89,on,lineup_derived,16
New Zealand,Ryan THOMAS,68,on,pdf_marker,16
New Zealand,Callan ELLIOT,78,on,pdf_marker,16
IR Iran,Ehsan Hajisafi,65,on,lineup_derived,16
New Zealand,Timothy John Payne,78,off,lineup_derived,16
New Zealand,Tyler Grant Bindon,89,on,lineup_derived,16
New Zealand,Benjamin Craig Old,68,on,lineup_derived,16
New Zealand,Mc,68,off,lineup_derived,16
France,Ousmane DEMBELE,80,off,pdf_marker,17
France,Desire DOUE,87,off,pdf_marker,17
France,Bradley BARCOLA,80,on,pdf_marker,17
France,Rayan CHERKI,87,on,pdf_marker,17
Senegal,Idrissa Gana GUEYE,88,off,pdf_marker,17
Senegal,Lamine CAMARA,76,off,pdf_marker,17
Senegal,Nicolas JACKSON,83,off,pdf_marker,17
Senegal,Ismaila SARR,76,off,pdf_marker,17
Senegal,Pape GUEYE,83,off,pdf_marker,17
Senegal,Pathe CISS,88,on,pdf_marker,17
Senegal,Bamba DIENG,83,on,pdf_marker,17
Senegal,Iliman NDIAYE,83,on,pdf_marker,17
Senegal,Ibrahim MBAYE,76,on,pdf_marker,17
Senegal,Habib DIARRA,76,on,pdf_marker,17
Iraq,IBRAHIM BAYESH,78,off,pdf_marker,18
Iraq,ALI ALHAMADI,59,off,pdf_marker,18
Iraq,ALI JASIM,73,off,pdf_marker,18
Iraq,ZAID ISMAEL,59,off,pdf_marker,18
Iraq,MOHANAD ALI,78,on,pdf_marker,18
Iraq,ZIDANE IQBAL,59,on,pdf_marker,18
Iraq,MARKO FARJI,59,on,pdf_marker,18
Iraq,MUSTAFA SAADOON,73,on,pdf_marker,18
Norway,David MOLLER WOLFE,73,off,pdf_marker,18
Norway,Alexander SORLOTH,73,off,pdf_marker,18
Norway,Martin ODEGAARD,81,off,pdf_marker,18
Norway,Fredrik AURSNES,73,off,pdf_marker,18
Norway,Antonio NUSA,73,off,pdf_marker,18
Norway,Patrick BERG,81,on,pdf_marker,18
Norway,Kristian THORSTVEDT,73,on,pdf_marker,18
Norway,Andreas SCHJELDERUP,73,on,pdf_marker,18
Norway,Oscar BOBB,73,on,pdf_marker,18
Iraq,Haydar Hussein Hussein,73,off,lineup_derived,18
Iraq,Ihab Ahmed Ahmed,73,on,lineup_derived,18
Norway,Leo Skiri Ostigard,73,on,lineup_derived,18
Argentina,Gonzalo MONTIEL,45,off,pdf_marker,19
Argentina,Lionel MESSI,80,off,pdf_marker,19
Argentina,Cristian ROMERO,80,off,pdf_marker,19
Argentina,Thiago ALMADA,55,off,pdf_marker,19
Argentina,Lautaro MARTINEZ,55,off,pdf_marker,19
Argentina,Julian ALVAREZ,55,on,pdf_marker,19
Argentina,Nicolas OTAMENDI,80,on,pdf_marker,19
Argentina,Nahuel MOLINA,45,on,pdf_marker,19
Algeria,Amine GOUIRI,64,off,pdf_marker,19
Algeria,Anis HADJ MOUSSA,64,off,pdf_marker,19
Algeria,Hicham BOUDAOUI,64,off,pdf_marker,19
Algeria,Nabil BENTALEB,82,off,pdf_marker,19
Algeria,Ibrahim MAZA,82,off,pdf_marker,19
Algeria,Ramiz ZERROUKI,82,on,pdf_marker,19
Algeria,Riyad MAHREZ,64,on,pdf_marker,19
Algeria,Adil BOULBINA,82,on,pdf_marker,19
Argentina,Nicolas Ivan Gonzalez,55,on,lineup_derived,19
Argentina,Nicolas Paz,80,on,lineup_derived,19
Algeria,Houssem-Eddine Chaabane Aouar,64,on,lineup_derived,19
Algeria,Mohammed Elamine Amoura,64,on,lineup_derived,19
Austria,Xaver SCHLAGER,59,off,pdf_marker,20
Austria,David ALABA,59,off,pdf_marker,20
Austria,Sasa KALAJDZIC,45,off,pdf_marker,20
Austria,Phillip MWENE,59,off,pdf_marker,20
Austria,Romano SCHMID,83,off,pdf_marker,20
Austria,Marko ARNAUTOVIC,45,on,pdf_marker,20
Austria,Carney CHUKWUEMEKA,59,on,pdf_marker,20
Austria,Patrick WIMMER,83,on,pdf_marker,20
Austria,Paul WANNER,59,on,pdf_marker,20
Jordan,ABDALLAH NASIB,81,off,pdf_marker,20
Jordan,MOUSA ALTAMARI,88,off,pdf_marker,20
Jordan,ODEH FAKHOURY,89,on,pdf_marker_late,20
Jordan,MOHAMMAD ABUALNADI,72,off,pdf_marker,20
Jordan,EHSAN HADDAD,82,off,pdf_marker,20
Jordan,ABDALLAH ALFAKHORI,89,off,lineup_derived,20
Jordan,MAHMOUD ALMARDI,82,on,pdf_marker,20
Jordan,ALI AZAIZEH,89,on,pdf_marker,20
Jordan,MOHAMMAD ALDAOUD,88,on,pdf_marker,20
Austria,Kevin Danso,59,on,lineup_derived,20
Jordan,Amer Saleem Saleem,72,on,lineup_derived,20
Jordan,Ahmad Salameh Saed,81,on,lineup_derived,20
Portugal,TOMAS ARAUJO,92,off,pdf_marker_late,21
Portugal,BERNARDO SILVA,45,off,pdf_marker,21
Portugal,PEDRO NETO,72,off,pdf_marker,21
Portugal,VITINHA,83,off,pdf_marker,21
Portugal,RAFAEL LEAO,72,on,pdf_marker,21
Portugal,FRANCISCO CONCEICAO,45,on,pdf_marker,21
Congo DR,Ngalayel MUKAU,57,off,pdf_marker,21
Congo DR,Cedric BAKAMBU,85,off,pdf_marker,21
Congo DR,Edo KAYEMBE,75,off,pdf_marker,21
Congo DR,Arthur MASUAKU,75,off,pdf_marker,21
Congo DR,Joris KAYEMBE,75,on,pdf_marker,21
Congo DR,Noah SADIKI,57,on,pdf_marker,21
Congo DR,Charles PICKEL,75,on,pdf_marker,21
Congo DR,Simon BANZA,85,on,pdf_marker,21
Congo DR,Gedeon KALULU,85,on,pdf_marker,21
Portugal,SEMEDONélson Nelson,72,on,lineup_derived,21
Portugal,RAMOSGonçalo Goncalo,83,on,lineup_derived,21
Portugal,Alexandre Nuno,72,off,lineup_derived,21
Congo DR,Wan Wan-Bissaka,85,off,lineup_derived,21
England,Declan RICE,72,off,pdf_marker,22
England,John STONES,87,off,pdf_marker,22
England,Jude BELLINGHAM,80,off,pdf_marker,22
England,Anthony GORDON,72,off,pdf_marker,22
England,Marcus RASHFORD,72,on,pdf_marker,22
England,Morgan ROGERS,72,on,pdf_marker,22
Croatia,Luka MODRIC,58,off,pdf_marker,22
Croatia,Mario PASALIC,78,off,pdf_marker,22
Croatia,Martin BATURINA,78,off,pdf_marker,22
Croatia,Luka VUSKOVIC,66,off,pdf_marker,22
Croatia,Petar MUSA,66,off,pdf_marker,22
Croatia,Mateo KOVACIC,58,on,pdf_marker,22
Croatia,Andrej KRAMARIC,78,on,pdf_marker,22
Croatia,Nikola VLASIC,78,on,pdf_marker,22
Croatia,Igor MATANOVIC,66,on,pdf_marker,22
Croatia,Marco PASALIC,66,on,pdf_marker,22
England,Keaninkin Marc-Isreal Guehi,87,on,lineup_derived,22
England,Bukayo Ayoyinka Saka,72,on,lineup_derived,22
England,Azuka Tristan Madueke,72,off,lineup_derived,22
England,Tehuti Djed-Hotep Spence,80,on,lineup_derived,22
Ghana,Lawrence Ati ZIGI,45,off,pdf_marker,23
Ghana,Jordan AYEW,87,off,pdf_marker,23
Ghana,Elisha OWUSU,78,off,pdf_marker,23
Ghana,Ernest NUAMAH,58,off,pdf_marker,23
Ghana,Benjamin ASARE,45,on,pdf_marker,23
Ghana,Abdul FATAWU,58,on,pdf_marker,23
Ghana,Kwasi SIBO,78,on,pdf_marker,23
Ghana,Prince ADU,87,on,pdf_marker,23
Panama,Cesar BLACKMAN,90,off,pdf_marker_late,23
Panama,Cristian MARTINEZ,63,off,pdf_marker,23
Panama,Jose Luis RODRIGUEZ,74,off,pdf_marker,23
Panama,Carlos HARVEY,99,off,pdf_marker_late,23
Panama,Cecilio WATERMAN,63,off,pdf_marker,23
Panama,Ismael DIAZ,74,on,pdf_marker,23
Panama,Jose FAJARDO,63,on,pdf_marker,23
Panama,Anibal GODOY,90,on,pdf_marker,23
Panama,Azarias LONDONO,63,on,pdf_marker,23
Ghana,Brandon Michael Clarke Thomas-Asante,58,on,lineup_derived,23
Ghana,Kamal Deen Sulemana,58,off,lineup_derived,23
Uzbekistan,Oston URUNOV,45,off,pdf_marker,24
Uzbekistan,Sherzod NASRULLAEV,45,off,pdf_marker,24
Uzbekistan,Abbosbek FAYZULLAEV,77,off,pdf_marker,24
Uzbekistan,Dostonbek KHAMDAMOV,45,on,pdf_marker,24
Uzbekistan,Azizbek AMONOV,77,on,pdf_marker,24
Uzbekistan,Igor SERGEEV,89,on,lineup_derived,24
Uzbekistan,Jakhongir UROZOV,77,on,pdf_marker,24
Colombia,James RODRIGUEZ,72,off,pdf_marker,24
Colombia,Gustavo PUERTA,80,off,pdf_marker,24
Colombia,Luis SUAREZ,80,off,pdf_marker,24
Colombia,Richard RIOS,80,on,pdf_marker,24
Colombia,Jaminton CAMPAZ,72,on,pdf_marker,24
Colombia,Andres GOMEZ,89,on,lineup_derived,24
Uzbekistan,Farrukh Sayfiev,46,on,lineup_derived,24
Uzbekistan,Rustamjon Ashurmatov,77,off,lineup_derived,24
Colombia,Kevin Duvan Castano,89,on,lineup_derived,24
Colombia,Juan Camilo Hernandez,80,on,lineup_derived,24
Mexico,Luis ROMO,71,off,pdf_marker,25
Mexico,Raul JIMENEZ,80,off,pdf_marker,25
Mexico,Julian QUINONES,84,off,pdf_marker,25
Mexico,Roberto ALVARADO,80,off,pdf_marker,25
Mexico,Brian GUTIERREZ,71,off,pdf_marker,25
Mexico,Santiago GIMENEZ,80,on,pdf_marker,25
Mexico,Israel REYES,80,on,pdf_marker,25
Mexico,Orbelin PINEDA,71,on,pdf_marker,25
Mexico,Obed VARGAS,71,on,pdf_marker,25
Mexico,Cesar HUERTA,84,on,pdf_marker,25
South Korea,PAIK Seungho,77,off,pdf_marker,25
South Korea,KIM Moonhwan,71,off,pdf_marker,25
South Korea,SEOL Youngwoo,71,off,pdf_marker,25
South Korea,CHO Guesung Third,77,on,pdf_marker,25
South Korea,OH Hyeongyu,57,on,pdf_marker,25
South Korea,YANG Hyunjun,71,on,pdf_marker,25
South Korea,EOM Jisung,71,on,pdf_marker,25
South Korea,Heung Min Son,57,off,lineup_derived,25
South Korea,Jae Sung Lee,57,off,lineup_derived,25
South Korea,Hee Chan Hwang,57,on,lineup_derived,25
