team,player,minute,direction,source,match_id
Morocco,Chadi RIAD,76,off,pdf_marker,76
Morocco,Bilal EL KHANNOUSS,87,off,pdf_marker,76
Morocco,Chemsdine TALBI,87,on,pdf_marker,76
Morocco,Soufiane RAHIMI,86,on,pdf_marker,76
Morocco,Samir EL MOURABET,79,on,pdf_marker,76
Morocco,Gessime YASSINE,79,on,pdf_marker,76
Morocco,Anass SALAH EDDINE,76,on,pdf_marker,76
Netherlands,Marten Elco De Roon,110,on,lineup_derived,76
Morocco,Azz-Eddine Ounahi,86,off,lineup_derived,76
Côte d'Ivoire,Nicolas PEPE,87,off,pdf_marker,77
Côte d'Ivoire,Christ Inao OULAI,60,off,pdf_marker,77
Côte d'Ivoire,Elye WAHI,60,on,pdf_marker,77
Côte d'Ivoire,Oumar DIAKITE,87,on,pdf_marker,77
Côte d'Ivoire,Amad DIALLO,60,on,pdf_marker,77
Côte d'Ivoire,Evann GUESSAND,89,on,lineup_derived,77
Côte d'Ivoire,Bazoumana TOURE,89,on,lineup_derived,77
Norway,Alexander SORLOTH,71,off,pdf_marker,77
Norway,Marcus HOLMGREN PEDERSEN,83,off,pdf_marker,77
Norway,Antonio NUSA,71,off,pdf_marker,77
Norway,Fredrik AURSNES,83,on,pdf_marker,77
Norway,Andreas SCHJELDERUP,71,on,pdf_marker,77
Norway,Oscar BOBB,71,on,pdf_marker,77
Côte d'Ivoire,Ange-Yoan Laurent Bonny,60,off,lineup_derived,77
France,Lucas DIGNE,78,off,pdf_marker,78
France,Jules KOUNDE,75,off,pdf_marker,78
France,Ousmane DEMBELE,75,off,pdf_marker,78
France,Kylian MBAPPE,85,off,pdf_marker,78
France,Michael OLISE,85,off,pdf_marker,78
France,Malo GUSTO,75,on,pdf_marker,78
France,Theo HERNANDEZ,78,on,pdf_marker,78
France,Desire DOUE,75,on,pdf_marker,78
France,Rayan CHERKI,85,on,pdf_marker,78
Sweden,Lucas BERGVALL,66,off,pdf_marker,78
Sweden,Daniel SVENSSON,82,off,pdf_marker,78
Sweden,Alexander ISAK,89,off,pdf_marker,78
Sweden,Yasin AYARI,82,off,pdf_marker,78
Sweden,Elliot STROUD,66,off,pdf_marker,78
Sweden,Benjamin NYGREN,82,on,pdf_marker,78
Sweden,Mattias SVANBERG,82,on,pdf_marker,78
Sweden,Besfort ZENELI,66,on,pdf_marker,78
Sweden,Gustaf NILSSON,89,on,pdf_marker,78
Sweden,Taha ALI,66,on,pdf_marker,78
France,Jean-Philippe Mateta,85,on,lineup_derived,78
Mexico,Luis ROMO,73,off,pdf_marker,79
Mexico,Raul JIMENEZ,74,off,pdf_marker,79
Mexico,Julian QUINONES,80,off,pdf_marker,79
Mexico,Gilberto MORA,58,off,pdf_marker,79
Mexico,Roberto ALVARADO,80,off,pdf_marker,79
Mexico,Santiago GIMENEZ,74,on,pdf_marker,79
Mexico,Israel REYES,80,on,pdf_marker,79
Mexico,Orbelin PINEDA,80,on,pdf_marker,79
Mexico,Obed VARGAS,73,on,pdf_marker,79
Mexico,Brian GUTIERREZ,58,on,pdf_marker,79
Ecuador,Joel ORDONEZ,45,off,pdf_marker,79
Ecuador,John YEBOAH,79,off,pdf_marker,79
Ecuador,Enner VALENCIA,59,off,pdf_marker,79
Ecuador,Nilson ANGULO,79,off,pdf_marker,79
Ecuador,Alan FRANCO,46,off,lineup_derived,79
Ecuador,Moises CAICEDO,99,off,pdf_marker_late,79
Ecuador,Kendry PAEZ,79,on,pdf_marker,79
Ecuador,Kevin RODRIGUEZ,59,on,pdf_marker,79
Ecuador,Jordy CAICEDO,79,on,pdf_marker,79
Ecuador,Angelo PRECIADO,45,on,pdf_marker,79
Ecuador,Yaimar MEDINA,45,on,pdf_marker,79
England,Marcus RASHFORD,61,off,pdf_marker,80
England,John STONES,89,on,lineup_derived,80
England,Anthony GORDON,61,on,pdf_marker,80
England,Eberechi EZE,70,on,pdf_marker,80
Congo DR,Ngalayel MUKAU,76,off,pdf_marker,80
Congo DR,Nathanael MBUKU,64,off,pdf_marker,80
Congo DR,Samuel MOUTOUSSAMY,89,off,pdf_marker,80
Congo DR,Brian CIPENGA,76,off,pdf_marker,80
Congo DR,Arthur MASUAKU,89,off,pdf_marker,80
Congo DR,Theo BONGONDA,76,on,pdf_marker,80
Congo DR,Joris KAYEMBE,89,on,pdf_marker,80
Congo DR,Meschack ELIA,64,on,pdf_marker,80
Congo DR,Fiston MAYELE,89,on,pdf_marker,80
Congo DR,Edo KAYEMBE,76,on,pdf_marker,80
England,Bukayo Ayoyinka Saka,60,on,lineup_derived,80
England,Azuka Tristan Madueke,60,off,lineup_derived,80
England,Tehuti Djed-Hotep Spence,70,off,lineup_derived,80
Belgium,Maxim DE CUYPER,78,off,pdf_marker,81
Belgium,Kevin DE BRUYNE,56,off,pdf_marker,81
Belgium,Leandro TROSSARD,109,off,pdf_marker,81
Belgium,Jeremy DOKU,56,off,pdf_marker,81
Belgium,Charles DE KETELAERE,45,off,pdf_marker,81
Belgium,Hans VANAKEN,63,off,pdf_marker,81
Belgium,Romelu LUKAKU,45,on,pdf_marker,81
Belgium,Dodi LUKEBAKIO,56,on,pdf_marker,81
Belgium,Thomas MEUNIER,78,on,pdf_marker,81
Belgium,Diego MOREIRA,63,on,pdf_marker,81
Belgium,Nicolas RASKIN,56,on,pdf_marker,81
Belgium,Amadou ONANA,109,on,pdf_marker,81
Senegal,Idrissa Gana GUEYE,96,off,pdf_marker,81
Senegal,Sadio MANE,94,off,pdf_marker,81
Senegal,Iliman NDIAYE,73,off,pdf_marker,81
Senegal,Ismail JAKOBS,93,off,pdf_marker,81
Senegal,Habib DIARRA,73,off,pdf_marker,81
Senegal,Pape GUEYE,66,off,pdf_marker,81
Senegal,Lamine CAMARA,66,on,lineup_derived,81
Senegal,Nicolas JACKSON,94,on,pdf_marker,81
Senegal,Pape Matar SARR,73,on,pdf_marker,81
Senegal,Ibrahim MBAYE,73,on,pdf_marker,81
Senegal,Bara Sapoko NDIAYE,96,on,pdf_marker,81
Senegal,El Hadji Malick DIOUF,93,on,pdf_marker,81
USA,Sergino DEST,88,off,pdf_marker,82
USA,Christian PULISIC,88,off,pdf_marker,82
USA,Ricardo PEPI,88,on,pdf_marker,82
USA,Sebastian BERHALTER,88,on,pdf_marker,82
Bosnia and Herzegovina,Sead KOLASINAC,75,off,pdf_marker,82
Bosnia and Herzegovina,Armin GIGOVIC,51,off,pdf_marker,82
Bosnia and Herzegovina,Edin DZEKO,51,off,pdf_marker,82
Bosnia and Herzegovina,Ivan SUNJIC,51,off,pdf_marker,82
Bosnia and Herzegovina,Nikola KATIC,75,off,pdf_marker,82
Bosnia and Herzegovina,Benjamin TAHIROVIC,51,on,pdf_marker,82
Bosnia and Herzegovina,Amar MEMIC,75,on,pdf_marker,82
Bosnia and Herzegovina,Esmir BAJRAKTAREVIC,51,on,pdf_marker,82
Bosnia and Herzegovina,Haris TABAKOVIC,75,on,pdf_marker,82
Bosnia and Herzegovina,Ermin MAHMIC,51,on,pdf_marker,82
USA,Giovanni Alejandro Reyna,89,on,lineup_derived,82
Spain,Lamine YAMAL,85,off,pdf_marker,83
Spain,Marc PUBILL,89,on,lineup_derived,83
Spain,Mikel MERINO,71,on,pdf_marker,83
Spain,Ferran TORRES,71,on,pdf_marker,83
Spain,Fabian RUIZ,89,on,lineup_derived,83
Spain,GAVI,85,on,pdf_marker,83
Austria,Xaver SCHLAGER,45,off,pdf_marker,83
Austria,Stefan POSCH,85,off,pdf_marker,83
Austria,Nicolas SEIWALD,45,off,pdf_marker,83
Austria,Michael GREGORITSCH,60,off,pdf_marker,83
Austria,Romano SCHMID,60,off,pdf_marker,83
Austria,Marko ARNAUTOVIC Third,60,on,pdf_marker,83
Austria,Florian GRILLITSCH,45,on,pdf_marker,83
Austria,Sasa KALAJDZIC,60,on,pdf_marker,83
Austria,Carney CHUKWUEMEKA,45,on,pdf_marker,83
Austria,Alexander PRASS,85,on,pdf_marker,83
Spain,Daniel Olmo,71,off,lineup_derived,83
Spain,Alejandro Baena,71,off,lineup_derived,83
Portugal,CRISTIANO RONALDO,81,off,pdf_marker,84
Portugal,PEDRO NETO,62,off,pdf_marker,84
Portugal,JOAO CANCELO,63,off,pdf_marker,84
Portugal,VITINHA,62,off,pdf_marker,84
Portugal,BERNARDO SILVA,62,on,pdf_marker,84
Portugal,FRANCISCO CONCEICAO,62,on,pdf_marker,84
Croatia,Ante BUDIMIR,45,off,pdf_marker,84
Croatia,Martin BATURINA,68,off,pdf_marker,84
Croatia,Josko GVARDIOL,89,on,lineup_derived,84
Croatia,Andrej KRAMARIC,89,on,lineup_derived,84
Croatia,Mario PASALIC,68,on,pdf_marker,84
Croatia,Igor MATANOVIC,45,on,pdf_marker,84
Portugal,SEMEDONélson Nelson,63,on,lineup_derived,84
Portugal,Miguel Bruno,63,off,lineup_derived,84
Portugal,RAMOSGonçalo Goncalo,63,on,lineup_derived,84
Portugal,Diogo Ruben,81,on,lineup_derived,84
Switzerland,Denis ZAKARIA,87,off,pdf_marker,85
Switzerland,Breel EMBOLO,83,off,pdf_marker,85
Switzerland,Remo FREULER,71,off,lineup_derived,85
Switzerland,Johan MANZAMBI,71,off,pdf_marker,85
Switzerland,Dan NDOYE,87,off,pdf_marker,85
Switzerland,Ruben VARGAS,71,off,pdf_marker,85
Switzerland,Djibril SOW,71,on,lineup_derived,85
Switzerland,Noah OKAFOR,71,on,pdf_marker,85
Switzerland,Michel AEBISCHER,87,on,pdf_marker,85
Switzerland,Fabian RIEDER,71,on,pdf_marker,85
Switzerland,Zeki AMDOUNI,83,on,pdf_marker,85
Algeria,Ramiz ZERROUKI,59,off,pdf_marker,85
Algeria,Rafik BELGHALI,82,off,pdf_marker,85
Algeria,Nabil BENTALEB,71,off,pdf_marker,85
Algeria,Amine GOUIRI,59,on,pdf_marker,85
Algeria,Anis HADJ MOUSSA,71,on,pdf_marker,85
Algeria,Jaouen HADJAM,58,on,pdf_marker,85
Algeria,Hicham BOUDAOUI,71,on,lineup_derived,85
Algeria,Adil BOULBINA,82,on,pdf_marker,85
Switzerland,Silvan Dominic Widmer,87,on,lineup_derived,85
Algeria,Houssem-Eddine Chaabane Aouar,58,off,lineup_derived,85
Algeria,Selmane Rami Bensebaini,71,off,lineup_derived,85
Australia,Patrick BEACH,119,off,pdf_marker,86
Australia,Jordan BOS,45,off,pdf_marker,86
Australia,Connor METCALFE,90,off,pdf_marker,86
Australia,Aiden ONEILL,90,off,pdf_marker,86
Australia,Nestory IRANKUNDA,74,off,pdf_marker,86
Australia,Cristian VOLPATO,74,off,pdf_marker,86
Australia,Mathew RYAN,119,on,pdf_marker,86
Australia,Mohamed TOURE,74,on,pdf_marker,86
Australia,Ajdin HRUSTIC,74,on,pdf_marker,86
Australia,Awer MABIL,90,on,pdf_marker,86
Australia,Kai TREWIN,45,on,pdf_marker,86
Egypt,YASSER IBRAHIM,120,off,pdf_marker_late,86
Egypt,MOSTAFA ZICO,67,off,pdf_marker,86
Egypt,HAMDY FATHY,67,off,pdf_marker,86
Egypt,KARIM HAFEZ,80,off,pdf_marker,86
Egypt,120 MARAWAN ATTIA,119,off,lineup_derived,86
Egypt,TREZEGUET,80,on,pdf_marker,86
Egypt,HAMZA ABDELKARIM,105,on,pdf_marker,86
Egypt,HAISSEM HASSAN,67,on,pdf_marker,86
Egypt,120 MAHMOUD SABER,119,on,lineup_derived,86
Australia,Paul Michael Junior Okon-Engstler,91,on,lineup_derived,86
Egypt,Abdelmegeed Abdelsalam Hossam Abdelmaguid,67,on,lineup_derived,86
Egypt,Mohamed Abdelsalam Omar,106,off,lineup_derived,86
Argentina,Rodrigo DE PAUL,84,off,pdf_marker,87
Argentina,Thiago ALMADA,64,off,pdf_marker,87
Argentina,Lautaro MARTINEZ,64,off,pdf_marker,87
Argentina,Facundo MEDINA,86,off,pdf_marker,87
Argentina,Nahuel MOLINA,104,off,pdf_marker,87
Argentina,Gonzalo MONTIEL,104,on,pdf_marker,87
Argentina,Leandro PAREDES,84,on,pdf_marker,87
Argentina,Julian ALVAREZ,64,on,pdf_marker,87
Cabo Verde,KEVIN PINA,100,off,pdf_marker,87
Cabo Verde,DEROY DUARTE,100,off,pdf_marker,87
Cabo Verde,LAROS DUARTE,67,off,pdf_marker,87
Cabo Verde,NUNO DA COSTA,67,off,pdf_marker,87
Cabo Verde,JAMIRO MONTEIRO,67,on,pdf_marker,87
Cabo Verde,DAILON LIVRAMENTO,67,on,pdf_marker,87
Cabo Verde,HELIO VARELA,80,on,pdf_marker,87
Argentina,Nicolás Alejandro Tagliafico,85,on,lineup_derived,87
Argentina,Nicolas Ivan Gonzalez,63,on,lineup_derived,87
Cabo Verde,Eduardo Jovane,80,off,lineup_derived,87
Cabo Verde,BENCHIMOLGilson Gilson,100,on,lineup_derived,87
Cabo Verde,SEMEDOJair Yannick,100,on,lineup_derived,87
Cabo Verde,Johnson Willy,80,on,lineup_derived,87
Cabo Verde,Isaac Ryan,80,off,lineup_derived,87
Colombia,Luis DIAZ,90,off,pdf_marker_late,88
Colombia,Jhon CORDOBA,8,off,pdf_marker,88
Colombia,James RODRIGUEZ,45,off,pdf_marker,88
Colombia,Jhon ARIAS,73,off,pdf_marker,88
Colombia,Richard RIOS,45,on,pdf_marker,88
Colombia,Juan QUINTERO,73,on,pdf_marker,88
Colombia,Jaminton CAMPAZ,90,on,pdf_marker,88
Colombia,Luis SUAREZ,8,on,pdf_marker,88
Ghana,Caleb YIRENKYI,79,off,pdf_marker,88
Ghana,Kwasi SIBO,62,off,pdf_marker,88
Ghana,Jordan AYEW,79,off,pdf_marker,88
Ghana,Inaki WILLIAMS,62,off,pdf_marker,88
Ghana,Marvin SENAYA,13,off,pdf_marker,88
Ghana,Alidu SEIDU,13,on,pdf_marker,88
Ghana,Abdul FATAWU,62,on,pdf_marker,88
Ghana,Elisha OWUSU,62,on,pdf_marker,88
Ghana,Ernest NUAMAH,79,on,pdf_marker,88
Ghana,Prince ADU,79,on,pdf_marker,88
France,Michael OLISE,97,off,pdf_marker_late,89
Canada,Tajon BUCHANAN,87,on,pdf_marker_late,90
Canada,Niko SIGUR,87,on,pdf_marker_late,90
Canada,Jonathan OSORIO,87,on,pdf_marker_late,90
Canada,Jayden NELSON,87,on,pdf_marker_late,90
Morocco,OUNAHI,60,on,lineup_derived,90
Morocco,Issa DIOP,87,on,pdf_marker_late,90
Morocco,Marwane SAADANE,87,on,pdf_marker_late,90
Morocco,Soufiane RAHIMI,60,on,lineup_derived,90
Morocco,Samir EL MOURABET,87,on,pdf_marker_late,90
Brazil,MATHEUS CUNHA,58,off,pdf_marker,91
Brazil,RAYAN,67,off,pdf_marker,91
Brazil,NEYMAR JR,67,on,pdf_marker,91
Brazil,DANILO SANTOS,67,on,pdf_marker,91
Brazil,ENDRICK,58,on,pdf_marker,91
Norway,Alexander SORLOTH,45,off,pdf_marker,91
Norway,Antonio NUSA,45,off,pdf_marker,91
Norway,Julian RYERSON,63,off,pdf_marker,91
Norway,Fredrik AURSNES,63,on,pdf_marker,91
Norway,Andreas SCHJELDERUP,45,on,pdf_marker,91
Norway,Oscar BOBB,45,on,pdf_marker,91
Brazil,José Ederson Silva,79,on,lineup_derived,91
Brazil,GUIMARAESBruno Bruno,79,off,lineup_derived,91
Brazil,MARTINELLIGabriel Gabriel,67,off,lineup_derived,91
Norway,Leo Skiri Ostigard,89,on,lineup_derived,91
Mexico,Jorge SANCHEZ,79,off,pdf_marker,92
Mexico,Cesar MONTES,45,off,pdf_marker,92
Mexico,Luis ROMO,61,off,pdf_marker,92
Mexico,Julian QUINONES,81,off,pdf_marker,92
Mexico,Gilberto MORA,61,off,pdf_marker,92
Mexico,Edson ALVAREZ,45,on,pdf_marker,92
Mexico,Santiago GIMENEZ,61,on,pdf_marker,92
Mexico,Guillermo MARTINEZ,81,on,pdf_marker,92
Mexico,Brian GUTIERREZ,61,on,pdf_marker,92
England,Nico OREILLY,74,off,pdf_marker,92
England,Bukayo SAKA,57,off,pdf_marker,92
England,Elliot ANDERSON,75,off,pdf_marker,92
England,Harry KANE,90,off,pdf_marker_late,92
England,John STONES,57,on,pdf_marker,92
England,Jordan HENDERSON,89,on,lineup_derived,92
England,Morgan ROGERS,90,on,pdf_marker,92
Mexico,Álvaro Fidalgo,79,on,lineup_derived,92
England,Daniel Johnson Burn,75,on,lineup_derived,92
England,Tehuti Djed-Hotep Spence,75,on,lineup_derived,92
Portugal,JOAO FELIX,71,off,pdf_marker,93
Portugal,PEDRO NETO,83,off,pdf_marker,93
Portugal,JOAO CANCELO,71,off,pdf_marker,93
Portugal,VITINHA,83,off,pdf_marker,93
Portugal,DIOGO DALOT,71,on,pdf_marker,93
Portugal,BERNARDO SILVA,83,on,pdf_marker,93
Portugal,RAFAEL LEAO,71,on,pdf_marker,93
Portugal,FRANCISCO CONCEICAO,83,on,pdf_marker,93
Spain,PEDRI,85,off,pdf_marker,93
Spain,Mikel MERINO,85,on,pdf_marker,93
Spain,Ferran TORRES,75,on,pdf_marker,93
Spain,Fabian RUIZ,85,on,pdf_marker,93
Spain,Borja IGLESIAS,89,on,lineup_derived,93
Portugal,SEMEDONélson Nelson,56,on,lineup_derived,93
Portugal,Alexandre Nuno,56,off,lineup_derived,93
Spain,Daniel Olmo,84,off,lineup_derived,93
Spain,Alejandro Baena,75,off,lineup_derived,93
USA,Sergino DEST,45,off,pdf_marker,94
USA,Tyler ADAMS,72,off,pdf_marker,94
USA,Christian PULISIC,59,off,pdf_marker,94
USA,Ricardo PEPI,72,on,pdf_marker,94
USA,Sebastian BERHALTER,59,on,pdf_marker,94
USA,Haji WRIGHT,89,on,lineup_derived,94
Belgium,Leandro TROSSARD,89,off,pdf_marker,94
Belgium,Dodi LUKEBAKIO,67,off,pdf_marker,94
Belgium,Charles DE KETELAERE,67,off,pdf_marker,94
Belgium,Nicolas RASKIN,89,off,pdf_marker,94
Belgium,Amadou ONANA,21,off,pdf_marker,94
Belgium,Axel WITSEL,89,on,pdf_marker,94
Belgium,Romelu LUKAKU,67,on,pdf_marker,94
Belgium,Jeremy DOKU,67,on,pdf_marker,94
Belgium,Hans VANAKEN,21,on,pdf_marker,94
Belgium,Alexis SAELEMAEKERS,89,on,pdf_marker,94
USA,Giovanni Alejandro Reyna,45,on,lineup_derived,94
USA,Maximilian Michael Arfsten,89,on,lineup_derived,94
Argentina,Nicolas TAGLIAFICO,66,off,pdf_marker,95
Argentina,Rodrigo DE PAUL,66,off,pdf_marker,95
Argentina,Nahuel MOLINA,73,off,pdf_marker,95
Argentina,Nicolas OTAMENDI,89,on,lineup_derived,95
Argentina,Lautaro MARTINEZ,66,on,pdf_marker,95
Argentina,Facundo MEDINA,89,on,lineup_derived,95
Egypt,EMAM ASHOUR,45,off,pdf_marker,95
Egypt,MOSTAFA ZICO,80,off,pdf_marker,95
Egypt,HAISSEM HASSAN,73,off,pdf_marker,95
Egypt,TREZEGUET,73,on,pdf_marker,95
Egypt,HAMDY FATHY,45,on,pdf_marker,95
Egypt,ZIZO,89,on,lineup_derived,95
Argentina,Gonzalo Ariel Montiel,73,on,lineup_derived,95
Argentina,Nicolas Ivan Gonzalez,66,on,lineup_derived,95
Egypt,Mohamed Abdelsalam Omar,80,on,lineup_derived,95
Switzerland,Denis ZAKARIA,87,off,pdf_marker,96
Switzerland,Breel EMBOLO,87,off,pdf_marker,96
Switzerland,Dan NDOYE,90,off,lineup_derived,96
Switzerland,Ricardo RODRIGUEZ,71,off,pdf_marker,96
Switzerland,Ardon JASHARI,45,off,pdf_marker,96
Switzerland,Fabian RIEDER,103,off,pdf_marker,96
Switzerland,Miro MUHEIM,71,on,pdf_marker,96
Switzerland,Djibril SOW,45,on,pdf_marker,96
Switzerland,Ruben VARGAS,90,on,lineup_derived,96
Switzerland,Zeki AMDOUNI,103,on,pdf_marker,96
Switzerland,Cedric ITTEN,87,on,pdf_marker,96
Colombia,Jhon LUCUMI,119,off,pdf_marker,96
Colombia,James RODRIGUEZ,66,off,pdf_marker,96
Colombia,Jhon ARIAS,66,off,pdf_marker,96
Colombia,Jefferson LERMA,82,off,pdf_marker,96
Colombia,Luis SUAREZ,83,off,pdf_marker,96
Colombia,Richard RIOS,82,on,pdf_marker,96
Colombia,Yerry MINA,119,on,pdf_marker,96
Colombia,Juan QUINTERO,66,on,pdf_marker,96
Colombia,Jaminton CAMPAZ,66,on,pdf_marker,96
Switzerland,Silvan Dominic Widmer,87,on,lineup_derived,96
Colombia,Juan Camilo Hernandez,82,on,lineup_derived,96
France,Jules KOUNDE,87,off,pdf_marker_late,97
France,Kylian MBAPPE,77,off,pdf_marker,97
France,Desire DOUE,77,off,pdf_marker,97
France,Malo GUSTO,87,on,pdf_marker_late,97
France,Bradley BARCOLA,77,on,pdf_marker,97
Morocco,Chemsdine TALBI,85,off,pdf_marker_late,97
Morocco,Bilal EL KHANNOUSS,76,off,lineup_derived,97
Morocco,Soufiane RAHIMI,76,on,lineup_derived,97
Morocco,Amine SBAI,85,on,pdf_marker_late,97
France,Jean-Philippe Mateta,77,on,lineup_derived,97
Spain,Fabian RUIZ,55,off,pdf_marker,98
Spain,Mikel OYARZABAL,79,off,pdf_marker,98
Spain,Mikel MERINO,86,on,pdf_marker,98
Spain,Ferran TORRES,55,on,pdf_marker,98
Spain,PEDRI,55,on,pdf_marker,98
Belgium,Thibaut COURTOIS,71,off,pdf_marker,98
Belgium,Maxim DE CUYPER,61,off,pdf_marker,98
Belgium,Kevin DE BRUYNE,86,off,lineup_derived,98
Belgium,Leandro TROSSARD,60,off,pdf_marker,98
Belgium,Hans VANAKEN,60,off,pdf_marker,98
Belgium,Senne LAMMENS,71,on,pdf_marker,98
Belgium,Axel WITSEL,60,on,pdf_marker,98
Belgium,Romelu LUKAKU,60,on,pdf_marker,98
Belgium,Joaquin SEYS,61,on,pdf_marker,98
Belgium,Alexis SAELEMAEKERS,86,on,pdf_marker,98
Spain,Alejandro Baena,55,off,lineup_derived,98
Spain,Daniel Olmo,86,off,lineup_derived,98
Spain,Nicholas Williams,79,on,lineup_derived,98
Norway,David MOLLER WOLFE,90,off,pdf_marker,99
Norway,Alexander SORLOTH,68,off,pdf_marker,99
Norway,Erling HAALAND,105,off,pdf_marker,99
Norway,Andreas SCHJELDERUP,68,off,pdf_marker,99
Norway,Julian RYERSON,60,off,pdf_marker,99
Norway,Fredrik AURSNES,60,on,pdf_marker,99
Norway,Marcus HOLMGREN PEDERSEN,90,on,pdf_marker,99
Norway,Antonio NUSA,68,on,pdf_marker,99
Norway,Oscar BOBB,68,on,pdf_marker,99
England,Nico OREILLY,86,off,pdf_marker,99
England,Declan RICE,45,off,pdf_marker,99
England,Jude BELLINGHAM,111,off,pdf_marker,99
England,Anthony GORDON,71,off,pdf_marker,99
England,Bukayo SAKA,45,on,pdf_marker,99
England,Morgan ROGERS,89,on,pdf_marker,99
England,Eberechi EZE,45,on,pdf_marker,99
England,Reece JAMES,71,on,pdf_marker,99
Norway,Torbjørn Lysaker Heggem,90,off,lineup_derived,99
Norway,Leo Skiri Ostigard,90,on,lineup_derived,99
Norway,Jørgen Strand Strand Larsen,105,on,lineup_derived,99
England,Ezri Ngoyo Konsa,89,off,lineup_derived,99
England,Azuka Tristan Madueke,45,off,lineup_derived,99
England,Tehuti Djed-Hotep Spence,86,on,lineup_derived,99
England,Daniel Johnson Burn,114,on,lineup_derived,99
Argentina,Nicolas TAGLIAFICO,78,off,pdf_marker,100
Argentina,Leandro PAREDES,110,off,pdf_marker,100
Argentina,Rodrigo DE PAUL,85,off,pdf_marker,100
Argentina,Cristian ROMERO,105,off,pdf_marker,100
Argentina,Enzo FERNANDEZ,90,off,pdf_marker,100
Argentina,Nahuel MOLINA,85,off,pdf_marker,100
Argentina,Thiago ALMADA,90,on,pdf_marker,100
Argentina,Nicolas OTAMENDI,105,on,pdf_marker,100
Argentina,Jose Manuel LOPEZ,110,on,pdf_marker,100
Argentina,Lautaro MARTINEZ 120,85,on,pdf_marker,100
Switzerland,Denis ZAKARIA,96,off,pdf_marker,100
Switzerland,Remo FREULER,115,off,pdf_marker,100
Switzerland,Dan NDOYE,86,off,pdf_marker,100
Switzerland,Ricardo RODRIGUEZ,90,off,lineup_derived,100
Switzerland,Djibril SOW,86,off,pdf_marker,100
Switzerland,Fabian RIEDER,86,off,pdf_marker,100
Switzerland,Miro MUHEIM,86,on,pdf_marker,100
Switzerland,Ardon JASHARI,96,on,pdf_marker,100
Switzerland,Ruben VARGAS,115,on,pdf_marker,100
Switzerland,Eray COEMERT,90,on,lineup_derived,100
Switzerland,Zeki AMDOUNI,86,on,pdf_marker,100
Argentina,Nicolas Ivan Gonzalez,78,on,lineup_derived,100
Argentina,Gonzalo Ariel Montiel,85,on,lineup_derived,100
Switzerland,Silvan Dominic Widmer,86,on,lineup_derived,100
France,Lucas DIGNE,72,off,pdf_marker,101
France,Michael OLISE,73,off,pdf_marker,101
France,Bradley BARCOLA,57,off,pdf_marker,101
France,Adrien RABIOT,45,off,pdf_marker,101
France,William SALIBA,30,off,pdf_marker,101
France,Theo HERNANDEZ,72,on,pdf_marker,101
France,Desire DOUE,57,on,pdf_marker,101
France,Rayan CHERKI,73,on,pdf_marker,101
France,Maxence LACROIX,30,on,pdf_marker,101
Spain,Fabian RUIZ,78,off,pdf_marker,101
Spain,Pedro PORRO,84,off,pdf_marker,101
Spain,Mikel OYARZABAL,74,off,pdf_marker,101
Spain,Marcos LLORENTE,84,on,pdf_marker,101
Spain,Mikel MERINO,78,on,pdf_marker,101
Spain,Ferran TORRES,74,on,pdf_marker,101
Spain,PEDRI,78,on,pdf_marker,101
France,Emmanuel Boris Kone,45,on,lineup_derived,101
Spain,Daniel Olmo,78,off,lineup_derived,101
Spain,Alejandro Baena,84,off,lineup_derived,101
Spain,Nicholas Williams,84,on,lineup_derived,101
England,Declan RICE,83,off,pdf_marker,102
England,Anthony GORDON,72,off,pdf_marker,102
England,Reece JAMES,82,off,pdf_marker,102
England,Ezri KONSA,72,on,pdf_marker,102
Argentina,Nicolas TAGLIAFICO,81,off,pdf_marker,102
Argentina,Leandro PAREDES,64,off,pdf_marker,102
Argentina,Lisandro MARTINEZ,72,off,pdf_marker,102
Argentina,Giuliano SIMEONE,72,off,pdf_marker,102
Argentina,Nahuel MOLINA,72,off,pdf_marker,102
Argentina,Rodrigo DE PAUL,72,on,pdf_marker,102
Argentina,Nicolas OTAMENDI,72,on,pdf_marker,102
Argentina,Lautaro MARTINEZ,81,on,pdf_marker,102
England,Nico Oreilly,82,on,lineup_derived,102
England,Daniel Johnson Burn,82,on,lineup_derived,102
Argentina,Nicolas Ivan Gonzalez,64,on,lineup_derived,102
Argentina,Gonzalo Ariel Montiel,72,on,lineup_derived,102
France,Ibrahima KONATE,45,off,pdf_marker,103
France,Theo HERNANDEZ,45,off,pdf_marker,103
France,Desire DOUE,45,off,pdf_marker,103
France,Rayan CHERKI,45,off,pdf_marker,103
France,Lucas DIGNE,45,on,pdf_marker,103
France,Jules KOUNDE,89,on,lineup_derived,103
France,Ousmane DEMBELE,45,on,pdf_marker,103
France,Bradley BARCOLA,45,on,pdf_marker,103
England,Marcus RASHFORD,45,off,pdf_marker,103
England,Eberechi EZE,79,off,pdf_marker,103
England,Ivan TONEY,79,off,pdf_marker,103
England,Elliot ANDERSON,79,on,pdf_marker,103
England,Jude BELLINGHAM,79,on,pdf_marker,103
England,Trevoh CHALOBAH,89,on,lineup_derived,103
England,Reece JAMES,83,on,pdf_marker,103
France,Dayotchanculle Oswald Upamecano,45,on,lineup_derived,103
England,Tehuti Djed-Hotep Spence,83,off,lineup_derived,103
England,George Arthur Watkins,45,on,lineup_derived,103
Spain,Fabian RUIZ,62,off,pdf_marker,104
